language_name,Deutsch
pokemon_species_Snorlax,
pokemon_species_Articuno,
pokemon_species_Zapdos,
pokemon_species_Moltres,
pokemon_species_Dratini,
pokemon_species_Dragonair,
pokemon_species_Dragonite,
pokemon_species_Mewtwo,
pokemon_species_Mew,
pokemon_species_Chikorita,
pokemon_species_Bayleef,
pokemon_species_Meganium,
pokemon_species_Cyndaquil,
pokemon_species_Quilava,
pokemon_species_Typhlosion,
pokemon_species_Totodile,
pokemon_species_Croconaw,
pokemon_species_Feraligatr,
pokemon_species_Spinarak,
pokemon_species_Ariados,
pokemon_species_Crobat,
pokemon_species_Chinchou,
pokemon_species_Lanturn,
pokemon_species_Togepi,
pokemon_species_Togetic,
pokemon_species_Natu,
pokemon_species_Xatu,
pokemon_species_Mareep,
pokemon_species_Flaaffy,
pokemon_species_Ampharos,
pokemon_species_Marill,
pokemon_species_Azumarill,
pokemon_species_Politoed,
pokemon_species_Yanma,
pokemon_species_Wooper,
pokemon_species_Quagsire,
pokemon_species_Espeon,
pokemon_species_Umbreon,
pokemon_species_Murkrow,
pokemon_species_Slowking,
pokemon_species_Misdreavus,
pokemon_species_Gligar,
pokemon_species_Steelix,
pokemon_species_Scizor,
pokemon_species_Heracross,
pokemon_species_Sneasel,
pokemon_species_Swinub,
pokemon_species_Piloswine,
pokemon_species_Houndour,
pokemon_species_Houndoom,
pokemon_species_Kingdra,
pokemon_species_Phanpy,
pokemon_species_Donphan,
pokemon_species_Porygon2,
pokemon_species_Tyrogue,
pokemon_species_Hitmontop,
pokemon_species_Blissey,
pokemon_species_Raikou,
pokemon_species_Entei,
pokemon_species_Suicune,
pokemon_species_Larvitar,
pokemon_species_Pupitar,
pokemon_species_Tyranitar,
pokemon_species_Lugia,
pokemon_species_Ho-oh,
pokemon_species_Cranidos,
pokemon_species_Rampardos,
pokemon_species_Mismagius,
pokemon_species_Honchkrow,
pokemon_species_Weavile,
pokemon_species_Magnezone,
pokemon_species_Lickilicky,
pokemon_species_Rhyperior,
pokemon_species_Tangrowth,
pokemon_species_Electivire,
pokemon_species_Magmortar,
pokemon_species_Togekiss,
pokemon_species_Yanmega,
pokemon_species_Leafeon,
pokemon_species_Glaceon,
pokemon_species_Gliscor,
pokemon_species_Mamoswine,
pokemon_species_Porygon-Z,
pokemon_species_Sylveon,
pokemon_species_Noibat,
pokemon_species_Noivern,
pokemon_species_Annihilape,
pokemon_species_Phancero,
pokemon_species_Ph4D95210XaP,
--------------
Item names:
[Official Items]
Balls:
item_name_1,Meisterball
item_name_2,Hyperball
item_name_3,Premierball
item_name_4,Superball
item_name_5,Pokéball
item_name_45,Cherish Ball
item_name_79,Dive Ball
item_name_80,Net Ball
item_name_129,Quick Ball
item_name_150,Timer Ball
item_name_157,Heavy Ball
item_name_158,Dusk Ball
item_name_159,Level Ball
item_name_160,Lure Ball
item_name_161,Fast Ball
item_name_164,Friend Ball
item_name_165,Moon Ball
item_name_166,Love Ball
item_name_168,Repeat Ball
item_name_174,Luxury Ball
item_name_177,Sport Ball
item_name_181,Safari Ball
item_name_186,Heal Ball
item_name_188,Nest Ball

Key Items:
item_name_6,Bicycle
item_name_41,S.S. Ticket
item_name_54,Coin Case
item_name_55,Item Finder
item_name_56,Crystal Wing
item_name_58,Old Rod
item_name_59,Good Rod
item_name_61,Super Rod
item_name_66,Red Scale
item_name_67,Secret Potion
item_name_69,Mystery Egg
item_name_71,Silver Wing
item_name_78,Turbotreter
item_name_115,GS Ball
item_name_116,Blue Card
item_name_127,Card Key
item_name_128,Machine Part
item_name_130,Lost Item
item_name_133,Basement Key
item_name_134,Pass
item_name_175,Squirt Bottle
item_name_178,Rainbow Wing
item_name_241,Oval Charm
item_name_242,Shiny Charm
item_name_265,Tri Pass
item_name_284,Rainbow Pass
item_name_285,Old Sea Map
item_name_286,Ancient Shard
item_name_292,Empty Sea Map
item_name_592,Liberty Sea Map
item_name_576,Mega Bracelet
item_name_651,Light Stone
item_name_652,Dark Stone
item_name_653,Black Augurite
item_name_658,Exp. All

Technical Machines:
item_name_191,TM 01
item_name_192,TM 02
item_name_193,TM 03
item_name_194,TM 04
item_name_195,TM 05
item_name_196,TM 06
item_name_197,TM 07
item_name_198,TM 08
item_name_199,TM 09
item_name_200,TM 10
item_name_201,TM 11
item_name_202,TM 12
item_name_203,TM 13
item_name_204,TM 14
item_name_205,TM 15
item_name_206,TM 16
item_name_207,TM 17
item_name_208,TM 18
item_name_209,TM 19
item_name_210,TM 20
item_name_211,TM 21
item_name_212,TM 22
item_name_213,TM 23
item_name_214,TM 24
item_name_215,TM 25
item_name_216,TM 26
item_name_217,TM 27
item_name_218,TM 28
item_name_219,TM 29
item_name_220,TM 30
item_name_221,TM 31
item_name_222,TM 32
item_name_223,TM 33
item_name_224,TM 34
item_name_225,TM 35
item_name_226,TM 36
item_name_227,TM 37
item_name_228,TM 38
item_name_229,TM 39
item_name_230,TM 40
item_name_231,TM 41
item_name_232,TM 42
item_name_233,TM 43
item_name_234,TM 44
item_name_235,TM 45
item_name_236,TM 46
item_name_237,TM 47
item_name_238,TM 48
item_name_239,TM 49
item_name_240,TM 50
item_name_351,TM 51
item_name_352,TM 52
item_name_353,TM 53
item_name_354,TM 54
item_name_355,TM 55
item_name_356,TM 56
item_name_357,TM 57
item_name_358,TM 58
item_name_359,TM 59
item_name_360,TM 60
item_name_361,TM 61
item_name_362,TM 62
item_name_363,TM 63
item_name_364,TM 64
item_name_365,TM 65
item_name_366,TM 66
item_name_367,TM 67
item_name_368,TM 68
item_name_369,TM 69
item_name_370,TM 70
item_name_371,TM 71
item_name_372,TM 72
item_name_373,TM 73
item_name_374,TM 74
item_name_375,TM 75
item_name_376,TM 76
item_name_377,TM 77
item_name_378,TM 78
item_name_379,TM 79
item_name_380,TM 80
item_name_381,TM 81
item_name_382,TM 82
item_name_383,TM 83
item_name_384,TM 84
item_name_385,TM 85
item_name_386,TM 86
item_name_387,TM 87
item_name_388,TM 88
item_name_389,TM 89
item_name_390,TM 90
item_name_391,TM 91
item_name_392,TM 92
item_name_393,TM 93
item_name_394,TM 94
item_name_395,TM 95
item_name_396,TM 96
item_name_397,TM 97
item_name_398,TM 98
item_name_399,TM 99
item_name_400,TM 100
item_name_401,TM 101
item_name_402,TM 102
item_name_403,TM 103
item_name_404,TM 104
item_name_405,TM 105
item_name_406,TM 106
item_name_407,TM 107
item_name_408,TM 108
item_name_409,TM 109
item_name_410,TM 110
item_name_411,TM 111
item_name_412,TM 112
item_name_413,TM 113
item_name_414,TM 114
item_name_415,TM 115
item_name_416,TM 116
item_name_417,TM 117
item_name_418,TM 118
item_name_419,TM 119
item_name_420,TM 120
item_name_421,TM 121
item_name_422,TM 122
item_name_423,TM 123
item_name_424,TM 124
item_name_425,TM 125
item_name_426,TM 126
item_name_427,TM 127
item_name_428,TM 128
item_name_429,TM 129
item_name_430,TM 130
item_name_431,TM 131
item_name_432,TM 132
item_name_433,TM 133
item_name_434,TM 134
item_name_435,TM 135
item_name_436,TM 136
item_name_437,TM 137
item_name_438,TM 138
item_name_439,TM 139
item_name_440,TM 140
item_name_441,TM 141
item_name_442,TM 142
item_name_443,TM 143
item_name_444,TM 144
item_name_445,TM 145
item_name_446,TM 146
item_name_447,TM 147
item_name_448,TM 148
item_name_449,TM 149
item_name_450,TM 150
item_name_451,TM 151
item_name_452,TM 152
item_name_453,TM 153
item_name_454,TM 154
item_name_455,TM 155
item_name_456,TM 156
item_name_457,TM 157
item_name_458,TM 158
item_name_459,TM 159
item_name_460,TM 160
item_name_461,TM 161
item_name_462,TM 162
item_name_463,TM 163
item_name_464,TM 164
item_name_465,TM 165
item_name_466,TM 166
item_name_467,TM 167
item_name_468,TM 168
item_name_469,TM 169
item_name_470,TM 170
item_name_471,TM 171
item_name_472,TM 172
item_name_473,TM 173
item_name_474,TM 174
item_name_475,TM 175
item_name_476,TM 176
item_name_477,TM 177
item_name_478,TM 178
item_name_479,TM 179
item_name_480,TM 180
item_name_481,TM 181

Hidden Machines:
item_name_247,VM 01
item_name_244,VM 02
item_name_245,VM 03
item_name_246,VM 04
item_name_243,VM 05
item_name_248,VM 06
item_name_249,VM 07
item_name_250,VM 08
item_name_251,VM 09
item_name_252,VM 10

Medicine:
item_name_7,Lava Cookie
item_name_9,Antidote
item_name_10,Burn Heal
item_name_11,Ice Heal
item_name_12,Awakening
item_name_13,Paralyze Heal
item_name_14,Full Restore
item_name_15,Max Potion
item_name_16,Hyper Potion
item_name_17,Super Potion
item_name_18,Potion
item_name_21,Max Elixir
item_name_32,Rare Candy
item_name_38,Full Heal
item_name_39,Revive
item_name_40,Max Revive
item_name_46,Fresh Water
item_name_47,Soda Pop
item_name_48,Lemonade
item_name_62,PPUp
item_name_63,Ether
item_name_64,Max Ether
item_name_65,Elixir
item_name_72,Moo Moo Milk
item_name_114,Rage Candy Bar
item_name_121,Energy Powder
item_name_122,Energy Root
item_name_123,Heal Powder
item_name_124,Revival Herb
item_name_139,Berry Juice
item_name_152,Pewter Crunchies
item_name_156,Sacred Ash
item_name_266,Fanta
item_name_502,PPMax

Berries:
item_name_2000,Cheri
item_name_2001,Chesto
item_name_2002,Pecha
item_name_2003,Rawst
item_name_2004,Aspear
item_name_2005,Leppa
item_name_2006,Oran
item_name_2007,Persim
item_name_2008,Lum
item_name_2009,Sitrus
item_name_2010,Figy
item_name_2011,Wiki
item_name_2012,Mago
item_name_2013,Aguav
item_name_2014,Iapapa
item_name_2015,Razz
item_name_2016,Bluk
item_name_2017,Nanab
item_name_2018,Wepear
item_name_2019,Pinap
item_name_2020,Pomeg
item_name_2021,Kelpsy
item_name_2022,Qualot
item_name_2023,Hondew
item_name_2024,Grepa
item_name_2025,Tamato
item_name_2026,Cornn
item_name_2027,Magost
item_name_2028,Rabuta
item_name_2029,Nomel
item_name_2030,Spelon
item_name_2031,Pamtre
item_name_2032,Watmel
item_name_2033,Durin
item_name_2034,Belue
item_name_2035,Occa
item_name_2036,Passho
item_name_2037,Wacan
item_name_2038,Rindo
item_name_2039,Yache
item_name_2040,Chople
item_name_2041,Kebia
item_name_2042,Shuca
item_name_2043,Coba
item_name_2044,Payapa
item_name_2045,Tanga
item_name_2046,Charti
item_name_2047,Kasib
item_name_2048,Haban
item_name_2049,Colbur
item_name_2050,Babiri
item_name_2051,Chilan
item_name_2052,Liechi
item_name_2053,Ganlon
item_name_2054,Salac
item_name_2055,Petaya
item_name_2056,Apicot
item_name_2057,Lansat
item_name_2058,Starf
item_name_2059,Enigma
item_name_2060,Micle
item_name_2061,Custap
item_name_2062,Jaboca
item_name_2063,Rowap
item_name_2064,Roseli
item_name_2065,Kee
item_name_2066,Maranga

Stones:
item_name_8,Moon Stone
item_name_22,Fire Stone
item_name_23,Thunder Stone
item_name_24,Water Stone
item_name_34,Leaf Stone
item_name_112,Everstone
item_name_169,Sun Stone
item_name_262,Sticky Rock
item_name_593,Ice Stone
item_name_135,Shiny Stone
item_name_136,Dusk Stone
item_name_137,Dawn Stone

Standard:
item_name_19,Fluchtseil
item_name_30,Lucky Punch
item_name_35,Metal Powder
item_name_36,Nugget
item_name_37,Poké Doll
item_name_57,Exp. Share
item_name_60,Silver Leaf
item_name_70,Sticky Barb
item_name_73,Quick Claw
item_name_74,Zoom Lens
item_name_75,Gold Leaf
item_name_76,Soft Sand
item_name_77,Sharp Beak
item_name_81,Poison Barb
item_name_82,King's Rock
item_name_83,Prism Scale
item_name_84,Reaper Cloth
item_name_88,Silver Powder
item_name_90,Silk Scarf
item_name_91,Amulet Coin
item_name_94,Cleanse Tag
item_name_95,Mystic Water
item_name_96,Twisted Spoon
item_name_98,Black Belt
item_name_100,Magmarizer
item_name_102,Black Glasses
item_name_103,Slowpoke Tail
item_name_104,Pink Bow
item_name_105,Stick
item_name_106,Smoke Ball
item_name_107,Nevermelt Ice
item_name_108,Magnet
item_name_109,Rare Bone
item_name_110,Pearl
item_name_111,Big Pearl
item_name_113,Spell Tag
item_name_117,Miracle Seed
item_name_118,Thick Club
item_name_119,Focus Band
item_name_120,Electirizer
item_name_125,Hard Stone
item_name_126,Lucky Egg
item_name_131,Stardust
item_name_132,Star Piece
item_name_138,Charcoal
item_name_140,Scope Lens
item_name_141,Protector
item_name_142,Lagging Tail
item_name_143,Metal Coat
item_name_144,Dragon Fang
item_name_145,Wave Incense
item_name_146,Leftovers
item_name_147,White Flute
item_name_148,Soothe Bell
item_name_149,Comet Shard
item_name_151,Dragon Scale
item_name_153,Balm Mushroom
item_name_154,Shed Shell
item_name_155,Quick Powder
item_name_162,Deep Sea Scale
item_name_163,Light Ball
item_name_167,Deep Sea Tooth
item_name_170,Berserk Gene
item_name_171,Wide Lens
item_name_172,Up-Grade
item_name_173,Pearl String
item_name_176,Grip Claw
item_name_179,Oval Stone
item_name_180,Brick Piece
item_name_182,Black Sludge
item_name_183,Razor Fang
item_name_184,Razor Claw
item_name_185,Dubious Disc
item_name_187,Ability Capsule
item_name_189,Big Nugget
item_name_190,Heart Scale
item_name_263,Odd Incense
item_name_264,Sea Incense
item_name_287,Rose Incence
item_name_288,Full Incense
item_name_289,Lax Incense
item_name_290,Luck Incense
item_name_291,Pure Incense
item_name_293,Damp Rock
item_name_294,Heat Rock
item_name_295,Smooth Rock
item_name_296,Icy Rock
item_name_297,Light Clay
item_name_298,Eviolite
item_name_299,Rock Incense
item_name_503,Sachet
item_name_504,Whipped Dream
item_name_505,Toxic Orb
item_name_506,Life Orb
item_name_577,Flame Orb
item_name_578,Choice Band
item_name_579,Choice Scarf
item_name_580,Choice Specs
item_name_581,Macho Brace
item_name_582,Power Weight
item_name_583,Power Bracer
item_name_584,Power Belt
item_name_585,Power Lens
item_name_586,Power Band
item_name_587,Power Anklet
item_name_591,Expert Belt
item_name_594,Snowball
item_name_595,Cell Battery
item_name_596,Electric Seed
item_name_597,Grassy Seed
item_name_598,Misty Seed
item_name_599,Psychic Seed
item_name_600,Terrain Extender
item_name_648,Poké Toy
item_name_649,Fluffy Tail
item_name_650,Bright Powder
item_name_654,Peat Block
item_name_1996,Burn Drive
item_name_1997,Chill Drive
item_name_1998,Douse Drive
item_name_1999,Shock Drive

Fossils:
item_name_601,Helix Fossil
item_name_602,Dome Fossil
item_name_603,Old Amber
item_name_604,Root Fossil
item_name_605,Claw Fossil
item_name_606,Skull Fossil
item_name_607,Armor Fossil
item_name_608,Cover Fossil
item_name_609,Plume Fossil
item_name_610,Jaw Fossil
item_name_611,Sail Fossil

Repels:
item_name_20,Repel
item_name_42,Super Repel
item_name_43,Max Repel

Vitamins:
item_name_25,Zinc
item_name_26,HPUp
item_name_27,Protein
item_name_28,Iron
item_name_29,Carbos
item_name_31,Calcium

XItems:
item_name_33,XAccuracy
item_name_44,Dire Hit
item_name_49,XAttack
item_name_50,XSp. Def.
item_name_51,XDefend
item_name_52,XSpeed
item_name_53,XSp. Atk.
item_name_68,Guard Spec

Apricorns:
item_name_85,Red Apricorn
item_name_89,Blu Apricorn
item_name_92,Ylw Apricorn
item_name_93,Grn Apricorn
item_name_97,Wht Apricorn
item_name_99,Blk Apricorn
item_name_101,Pnk Apricorn

Plants:
item_name_86,Tiny Mushroom
item_name_87,Big Mushroom
item_name_253,Honey

Wings:
item_name_254,Health Wing
item_name_255,Muscle Wing
item_name_256,Resist Wing
item_name_257,Genius Wing
item_name_258,Clever Wing
item_name_259,Swift Wing
item_name_260,Pretty Wing
item_name_261,Sticky Wing

Plates:
item_name_267,Draco Plate
item_name_268,Dread Plate
item_name_269,Earth Plate
item_name_270,Fist Plate
item_name_271,Flame Plate
item_name_272,Icicle Plate
item_name_273,Insect Plate
item_name_274,Iron Plate
item_name_275,Meadow Plate
item_name_276,Mind Plate
item_name_277,Pixie Plate
item_name_278,Sky Plate
item_name_279,Splash Plate
item_name_280,Spooky Plate
item_name_281,Stone Plate
item_name_282,Toxic Plate
item_name_283,Zap Plate

Mail:
item_name_300,Grass Mail
item_name_301,Bead Mail
item_name_302,Dream Mail
item_name_303,Fab Mail
item_name_304,Glitter Mail
item_name_305,Harbor Mail
item_name_306,Mech Mail
item_name_307,Orange Mail
item_name_308,Retro Mail
item_name_309,Shadow Mail
item_name_310,Tropic Mail
item_name_311,Wave Mail
item_name_312,Wood Mail
item_name_313,Air Mail
item_name_314,Bloom Mail
item_name_315,Brick Mail
item_name_316,Bubble Mail
item_name_317,Flame Mail
item_name_318,Heart Mail
item_name_319,Mosaic Mail
item_name_320,Snow Mail
item_name_321,Space Mail
item_name_322,Steel Mail
item_name_323,Tunnel Mail
item_name_324,Bridge Mail T
item_name_325,Bridge Mail D
item_name_326,Bridge Mail S
item_name_327,Bridge Mail V
item_name_328,Bridge Mail M
item_name_329,Favored Mail
item_name_330,Thanks Mail
item_name_331,Inquiry Mail
item_name_332,Greet Mail
item_name_333,RSVPMail
item_name_334,Like Mail
item_name_335,Reply Mail
item_name_336,Kolben Mail

Mega Stones:
item_name_507,Abomasite
item_name_508,Absolite
item_name_509,Aerodactylite
item_name_510,Aggronite
item_name_511,Alakazite
item_name_512,Ampharosite
item_name_513,Banettite
item_name_514,Blastoisinite
item_name_515,Blazikenite
item_name_516,Charizardite X
item_name_517,Charizardite Y
item_name_518,Garchompite
item_name_519,Gardevoirite
item_name_520,Gengarite
item_name_521,Gyaradosite
item_name_522,Heracronite
item_name_523,Houndoominite
item_name_524,Kangaskhanite
item_name_525,Lucarionite
item_name_526,Manectite
item_name_527,Mawilite
item_name_528,Medichamite
item_name_529,Mewtwonite X
item_name_530,Mewtwonite Y
item_name_531,Pinsirite
item_name_532,Scizorite
item_name_533,Tyranitarite
item_name_534,Venusaurite
item_name_535,Altarianite
item_name_536,Audinite
item_name_537,Beedrillite
item_name_538,Cameruptite
item_name_539,Diancite
item_name_540,Galladite
item_name_541,Glalitite
item_name_542,Latiasite
item_name_543,Latiosite
item_name_544,Lopunnite
item_name_545,Metagrossite
item_name_546,Pidgeotite
item_name_547,Sablenite
item_name_548,Salamencite
item_name_549,Sceptilite
item_name_550,Sharpedonite
item_name_551,Slowbronite
item_name_552,Steelixite
item_name_553,Swampertite

Gems:
item_name_630,Fire Gem
item_name_631,Water Gem
item_name_632,Electric Gem
item_name_633,Grass Gem
item_name_634,Ice Gem
item_name_635,Fighting Gem
item_name_636,Poison Gem
item_name_637,Ground Gem
item_name_638,Flying Gem
item_name_639,Psychic Gem
item_name_640,Bug Gem
item_name_641,Rock Gem
item_name_642,Ghost Gem
item_name_643,Dragon Gem
item_name_644,Dark Gem
item_name_645,Steel Gem
item_name_646,Normal Gem
item_name_647,Fairy Gem

Memories:
item_name_660,Bug Memory
item_name_661,Dark Memory
item_name_662,Dragon Memory
item_name_663,Electric Memory
item_name_664,Fairy Memory
item_name_665,Fighting Memory
item_name_666,Fire Memory
item_name_667,Flying Memory
item_name_668,Ghost Memory
item_name_669,Grass Memory
item_name_670,Ground Memory
item_name_671,Ice Memory
item_name_672,Poison Memory
item_name_673,Psychic Memory
item_name_674,Rock Memory
item_name_675,Steel Memory
item_name_676,Water Memory

[GameMode Items]
item_name_gm0,Tims Pizza
item_name_gm1,Linkkabel-Stone
item_name_gm2,Red Amulet
item_name_gm3,Red Orb
item_name_gm4,Blue Orb
item_name_gm5,Green Orb
item_name_gm6,Virus Scanner
item_name_gm7,Keg of Beer
item_name_gm8,Karte
item_name_gm9,PokéFlute
item_name_gm10,Mist Stone
item_name_gm11,Gold Egg
item_name_gm12,Silver Egg
item_name_gm13,Crystal Egg
item_name_gm14,Ruby Egg
item_name_gm15,Sapphire Egg
item_name_gm16,Emerald Egg
item_name_gm17,Prism Key
item_name_gm18,Magic Wand
item_name_gm73,Bluesky Mail
item_name_gm74,Eon Mail
item_name_gm75,Flower Mail
item_name_gm76,Liteblue Mail
item_name_gm77,Lovely Mail
item_name_gm78,Mirage Mail
item_name_gm79,Morph Mail
item_name_gm80,Music Mail
item_name_gm81,Portrait Mail
item_name_gm82,Surf Mail
item_name_gm84,King's Rock
item_name_gm85,Metal Coat
item_name_gm86,Protector
item_name_gm87,Electirizer
item_name_gm88,Magmarizer
item_name_gm89,Up-Grade
item_name_gm90,Dubious Disc
item_name_gm91,Razor Claw
item_name_gm92,Razor Fang
item_name_gm93,Dragon Scale
item_name_gm94,Boost Machine

[GameMode Item Plural Names]
item_pluralname_gm1,Trade Stones
item_pluralname_gm3,Red Orbs
item_pluralname_gm4,Blue Orbs
item_pluralname_gm5,Green Orbs
item_pluralname_gm7,Kegs of Beer
item_pluralname_gm18,Magic Wands
item_pluralname_gm73,Bluesky Mails
item_pluralname_gm74,Eon Mails
item_pluralname_gm75,Flower Mails
item_pluralname_gm76,Liteblue Mails
item_pluralname_gm77,Lovely Mails
item_pluralname_gm78,Mirage Mails
item_pluralname_gm79,Morph Mails
item_pluralname_gm80,Music Mails
item_pluralname_gm81,Portrait Mails
item_pluralname_gm82,Surf Mails
item_pluralname_gm84,King's Rocks
item_pluralname_gm85,Metal Coats
item_pluralname_gm86,Protectors
item_pluralname_gm87,Electirizers
item_pluralname_gm88,Magmarizers
item_pluralname_gm89,Up-Grades
item_pluralname_gm90,Dubious Discs
item_pluralname_gm91,Razor Claws
item_pluralname_gm92,Razor Fangs
item_pluralname_gm93,Dragon Scales
item_pluralname_gm94,Boost Machines
----
Item Descriptions:
[Official Items]
item_desc_1,The best Pokéball with the ultimate level of performance. With it, you will catch any wild Pokémon without fail.
item_desc_2,An ultra-high performance Pokéball that provides a higher success rate for catching Pokémon than a Great Ball.
item_desc_4,A good, high-performance Pokéball that provides a higher Pokémon catch rate than a standard Pokéball can.
item_desc_5,Ein Werkzeug, um Pokémon zu fangen.
item_desc_6,A folding Bicycle that enables much faster movement than the Running Shoes.
item_desc_8,A peculiar stone that can make certain species of Pokémon evolve. It is as black as the night sky.
item_desc_9,A spray-type medicine for poisoning. It can be used once to lift the effects of being poisoned from a Pokémon.
item_desc_10,A spray-type medicine for treating burns. It can be used once to heal a Pokemon suffering from a burn.
item_desc_11,A spray-type medicine for freezing. It can be used once to defrost a Pokémon that has been frozen solid.
item_desc_12,A spray-type medicine used against sleep. It can be used once to rouse a Pokémon from the clutches of sleep.
item_desc_13,A spray-type medicine for paralysis. It can be used once to free a Pokémon that has been paralyzed.
item_desc_14,A medicine that can be used to fully restore the HP of a single Pokémon and heal any status conditions it has.
item_desc_15,A spray-type medicine for treating wounds. It will completely restore the max HP of a single Pokémon.
item_desc_16,A spray-type medicine for treating wounds. It can be used to restore 200 HP to an injured Pokémon.
item_desc_17,A spray-type medicine for treating wounds. It can be used to restore 50 HP to an injured Pokémon.
item_desc_18,A spray-type medicine for treating wounds. It can be used to restore 20 HP to an injured Pokémon.
item_desc_19,A long and durable rope. Use it to escape instantly from a cave or a dungeon.
item_desc_20,An item that prevents any low-level wild Pokémon from jumping out at you for 100 steps after its use.
item_desc_21,This medicine can fully restore the PP of all of the moves that have been learned by a Pokémon.
item_desc_22,A peculiar stone that can make certain species of Pokémon evolve. The stone has a fiery orange heart.
item_desc_23,A peculiar stone that can make certain species of Pokémon evolve. It has a distinct thunderbolt pattern.
item_desc_24,A peculiar stone that can make certain species of Pokémon evolve. It is the blue of a pool of clear water.
item_desc_26,A nutritious drink for Pokémon. When consumed, it raises the base HP of a single Pokémon.
item_desc_27,A nutritious drink for Pokémon. When consumed, it raises the base Attack stat of a single Pokémon.
item_desc_28,A nutritious drink for Pokémon. When consumed, it raises the base Defense stat of a single Pokémon.
item_desc_29,A nutritious drink for Pokémon. When consumed, it raises the base Speed stat of a single Pokémon.
item_desc_31,A nutritious drink for Pokémon. When consumed, it raises the base Sp. Atk stat of a single Pokémon.
item_desc_32,A candy that is packed with energy. When consumed, it will instantly raise the level of a single Pokémon by one.
item_desc_33,An item that boosts the accuracy of a Pokémon during a battle. It wears off once the Pokémon is withdrawn.
item_desc_34,A peculiar stone that can make certain species of Pokémon evolve. It has an unmistakable leaf pattern.
item_desc_36,A nugget of the purest gold that gives off a lustrous gleam in direct light. It can be sold at a high price to shops.
item_desc_37,A doll that attracts the attention of a Pokémon. It guarantees escape from any battle with wild Pokémon.
item_desc_38,A spray-type medicine that is broadly effective. It can be used once to heal all the status conditions of a Pokémon.
item_desc_39,A medicine that can revive fainted Pokémon. It also restores half of a fainted Pokémon's HP.
item_desc_40,A medicine that can revive fainted Pokémon. It also fully restores a fainted Pokémon's maximum HP.
item_desc_41,The ticket required for boarding the cruise ship S.S. Anne. It has a drawing of a ship on it.
item_desc_42,An item that prevents any low-level wild Pokémon from jumping out at you for 200 steps after its use.
item_desc_43,An item that prevents any low-level wild Pokémon from jumping out at you for 250 steps after its use.
item_desc_44,An item that raises the critical-hit ratio greatly. It can be used only once and wears off if the Pokémon is withdrawn.
item_desc_47,A highly carbonated soda drink. When consumed, it restores 60 HP to an injured Pokémon.
item_desc_48,A very sweet and refreshing drink. When consumed, it restores 80 HP to an injured Pokémon.
item_desc_49,An item that boosts the Attack stat of a Pokémon during a battle. It wears off once the Pokémon is withdrawn.
item_desc_50,An item that boosts the Sp. Def stat of a Pokémon during a battle. It wears off once the Pokémon is withdrawn.
item_desc_51,An item that boosts the Defense stat of a Pokémon during a battle. It wears off once the Pokémon is withdrawn.
item_desc_52,An item that boosts the Speed stat of a Pokémon during a battle. It wears off once the Pokémon is withdrawn.
item_desc_53,An item that boosts the Sp. Atk stat of a Pokémon during a battle. It wears off once the Pokémon is withdrawn.
item_desc_54,A case for holding coins obtained at the Owsauri Casino.
item_desc_55,It checks for unseen items in the area and makes noise and lights when it finds something.
item_desc_58,An old and beat-up fishing rod. Use it by any body of water to fish for wild aquatic Pokémon.
item_desc_59,A new, good-quality fishing rod. Use it by any body of water to fish for wild aquatic Pokémon.
item_desc_61,An awesome, high-tech fishing rod. Use it by any body of water to fish for wild aquatic Pokémon.
item_desc_62,A medicine that can slightly raise the maximum PP of a single move that has been learned by the target Pokémon.
item_desc_62,A medicine that can slightly raise the maximum PP of a single move that has been learned by the target Pokémon.
item_desc_63,This medicine can restore 10 PP to a single selected move that has been learned by a Pokémon.
item_desc_64,This medicine can fully restore the PP of a single selected move that has been learned by a Pokémon.
item_desc_65,This medicine can restore 10 PP to each of the moves that have been learned by a Pokémon.
item_desc_68,An item that prevents stat reduction among the Trainer's party Pokémon for five turns after it is used in battle.
item_desc_75,A strange, gold-colored leaf.
item_desc_78,Ein Paar neuer Schuhe, um schneller zu laufen.
item_desc_86,A very small and rare mushroom. It's popular with a certain class of collectors and sought out by them.
item_desc_87,A very large and rare mushroom. It's popular with a certain class of collectors and sought out by them.
item_desc_109,A rare bone that is extremely valuable for the study of Pokémon archeology. It can be sold for a high price to shops.
item_desc_110,A rather small pearl that has a very nice silvery sheen to it. It can be sold cheaply to shops.
item_desc_111,A rather large pearl that has a very nice silvery sheen. It can be sold to shops for a high price.
item_desc_127,A card key that opens a door in the Silph Co. Warehouse.
item_desc_131,Lovely, red sand that flows between the fingers with a loose, silky feel. It can be sold at a high price to shops.
item_desc_132,A small shard of a beautiful gem that demonstrates a distinctly red sparkle. It can be sold at a high price to shops.
item_desc_135,A peculiar stone that makes certain species of Pokémon evolve. It shines with a dazzling light.
item_desc_136,A peculiar stone that makes certain species of Pokémon evolve. It is as dark as dark can be.
item_desc_181,A special Poké Ball that is used only in the Eagulou Park. It is decorated in a camouflage pattern.
item_desc_593,A peculiar stone that can make certain species of Pokémon evolve. It has an unmistakable snowflake pattern.
item_desc_601,A fossil from a prehistoric Pokémon that once lived in the sea. It might be a piece of a seashell.
item_desc_602,A fossil from a prehistoric Pokémon that once lived in the sea. It could be a shell or carapace.
item_desc_606,A fossil from a prehistoric Pokémon that once lived on the land. It appears as though it's part of a head.
