language_name,English
pokemon_desc_Kingdra,It is said that it usually hides in underwater caves. It can create whirlpools by yawning.
pokemon_desc_Phanpy,It swings its long snout around playfully, but because it is so strong, that can be dangerous.
pokemon_desc_Donphan,It has sharp, hard tusks and a rugged hide. Its Tackle is strong enough to knock down a house.
pokemon_desc_Porygon2,This upgraded version of Porygon is designed for space exploration. It can't fly, though.
pokemon_desc_Tyrogue,It is always bursting with energy. To make itself strong, it keeps on fighting even if it loses.
pokemon_desc_Hitmontop,If you become enchanted by its smooth, elegant, dance-like kicks, you can get drilled hard.
pokemon_desc_Blissey,Anyone who takes even one bite of Blissey's egg becomes unfailingly caring and pleasant to everyone.
pokemon_desc_Raikou,The rain clouds it carries let it fire thunderbolts at will. They say that it descended with lightning.
pokemon_desc_Entei,Volcanoes erupt when it barks. Unable to restrain its extreme power, it races headlong around the land.
pokemon_desc_Suicune,Said to be the reincarnation of north winds, it can instantly purify filthy, murky water.
pokemon_desc_Larvitar,It feeds on soil. After it has eaten a large mountain, it will fall asleep so it can grow.
pokemon_desc_Pupitar,Its shell is as hard as sheet rock, and it is also very strong. Its Thrashing can topple a mountain.
pokemon_desc_Tyranitar,Its body can't be harmed by any sort of attack, so it is very eager ot make challenges against enemies.
pokemon_desc_Lugia,It is said that is quietly spends its time deep at the bottom of the sea because its powers are too strong.
pokemon_desc_Ho-oh,Legends claim this Pokémon flies the world's skies continuously on its magnificent seven-colored wings.
pokemon_desc_Cranidos,Cranidos toughen up their already rock-hard heads by headbutting one another.
pokemon_desc_Rampardos,Its skull withstands impacts of any magnitude. As a result, its brain never gets the chance to grow.
pokemon_desc_Mismagius,Its cries sound like incantations to torment the foe. It appears where you least expect it.
pokemon_desc_Honchkrow,It is merciless by nature. It is said that it never forgives the mistakes of its Murkrow followers.
pokemon_desc_Weavile,It lives in snowy regions. It carves patterns in trees with its claws as a signal to others.
pokemon_desc_Magnezone,Exposure to a special magnetic field changed Magneton's molecular structure, turning it into Magnezone.
pokemon_desc_Lickilicky,Its saliva can decompose anything. It wraps its long tongue around things to coat them with its sticky saliva.
pokemon_desc_Rhyperior,From holes in its palms, it fires out Geodude. Its carapace can withstand volcanic eruptions.
pokemon_desc_Tangrowth,When it remains still, it appears to be a large shrub. Unsuspecting prey that wander near get ensnared by its vines.
pokemon_desc_Electivire,As its electric charge amplifies blue sparks begin to crackle between its horns.
pokemon_desc_Magmortar,It blasts fireballs of over 3,600 degrees Fahrenheit out of its arms. Its breath also sears and sizzles.
pokemon_desc_Togekiss,As everyone knows, it visits peaceful regions, bringing them gifts of kindness and sweet blessings.
pokemon_desc_Yanmega,This six-legged Pokémon is easily capable of transporting an adult in flight. The wings on its tail help it stay balanced.
pokemon_desc_Leafeon,When you see Leafeon asleep in a patch of sunshine, you'll know it is using photosynthesis to produce clean air.
pokemon_desc_Glaceon,It causes small ice crystals to form by lowering the temperature of the surrounding atmosphere.
pokemon_desc_Gliscor,Its flight is soundless. It uses its lengthy tail to carry off its prey... Then its elongated fangs do the rest.
pokemon_desc_Mamoswine,A frozen Mamoswine was dug from ice dating back 10,000 years. This Pokémon has been around a long, long, long time.
pokemon_desc_Porygon-Z,Its programming was modified to enable it to travel through alien dimensions. Seems there might have been an error...
pokemon_desc_Sylveon,It sends a soothing aura from its ribbonlike feelers to calm fights.
pokemon_desc_Noibat,They live in pitch-black caves. Their enormous ears can emit ultrasonic waves of 200,000 hertz.
pokemon_desc_Noivern,They fly around on moonless nights and attack careless prey. Nothing can beat them in a battle in the dark.
pokemon_desc_Annihilape,It imbues its fists with the power of the rage that it kept hidden in its heart. Opponents struck by these imbued fists will be shattered to their core.
pokemon_desc_Phancero,A lost bird that creates illusions to protect itself. Has only been seen during unusual circumstances.

pokemon_species_Bulbasaur,Seed Pokémon
pokemon_species_Ivysaur,Seed Pokémon
pokemon_species_Venusaur,Seed Pokémon
pokemon_species_Charmander,Lizard Pokémon
pokemon_species_Charmeleon,Flame Pokémon
pokemon_species_Charizard,Flame Pokémon
pokemon_species_Squirtle,Tiny Turtle Pokémon
pokemon_species_Wartortle,Turtle Pokémon
pokemon_species_Blastoise,Shellfish Pokémon
pokemon_species_Caterpie,Worm Pokémon
pokemon_species_Metapod,Cocoon Pokémon
pokemon_species_Butterfree,Butterfly Pokémon
pokemon_species_Weedle,Hairy Bug Pokémon
pokemon_species_Kakuna,Cocoon Pokémon
pokemon_species_Beedrill,Poison Bee Pokémon
pokemon_species_Pidgey,Tiny Bird Pokémon
pokemon_species_Pidgeotto,Bird Pokémon
pokemon_species_Pidgeot,Bird Pokémon
pokemon_species_Rattata,Mouse Pokémon
pokemon_species_Raticate,Mouse Pokémon
pokemon_species_Spearow,Tiny Bird Pokémon
pokemon_species_Fearow,Beak Pokémon
pokemon_species_Ekans,Snake Pokémon
pokemon_species_Arbok,Cobra Pokémon
pokemon_species_Pikachu,Mouse Pokémon
pokemon_species_Raichu,Mouse Pokémon
pokemon_species_Sandshrew,Mouse Pokémon
pokemon_species_Sandslash,Mouse Pokémon
pokemon_species_Nidoran♀,Poison Pin Pokémon
pokemon_species_Nidorina,Poison Pin Pokémon
pokemon_species_Nidoqueen,Drill Pokémon
pokemon_species_Nidoran♂,Poison Pin Pokémon
pokemon_species_Nidorino,Poison Pin Pokémon
pokemon_species_Nidoking,Drill Pokémon
pokemon_species_Clefairy,Fairy Pokémon
pokemon_species_Clefable,Fairy Pokémon
pokemon_species_Vulpix,Fox Pokémon
pokemon_species_Ninetales,Fox Pokémon
pokemon_species_Jigglypuff,Balloon Pokémon
pokemon_species_Wigglytuff,Balloon Pokémon
pokemon_species_Zubat,Bat Pokémon
pokemon_species_Golbat,Bat Pokémon
pokemon_species_Oddish,Weed Pokémon
pokemon_species_Gloom,Weed Pokémon
pokemon_species_Vileplume,Flower Pokémon
pokemon_species_Paras,Mushroom Pokémon
pokemon_species_Parasect,Mushroom Pokémon
pokemon_species_Venonat,Insect Pokémon
pokemon_species_Venomoth,Poison Moth Pokémon
pokemon_species_Diglett,Mole Pokémon
pokemon_species_Dugtrio,Mole Pokémon
pokemon_species_Meowth,Scratch Cat Pokémon
pokemon_species_Persian,Classy Cat Pokémon
pokemon_species_Psyduck,Duck Pokémon
pokemon_species_Golduck,Duck Pokémon
pokemon_species_Mankey,Pig Monkey Pokémon
pokemon_species_Primeape,Pig Monkey Pokémon
pokemon_species_Growlithe,Puppy Pokémon
pokemon_species_Arcanine,Legendary Pokémon
pokemon_species_Poliwag,Tadpole Pokémon
pokemon_species_Poliwhirl,Tadpole Pokémon
pokemon_species_Poliwrath,Tadpole Pokémon
pokemon_species_Abra,Psi Pokémon
pokemon_species_Kadabra,Psi Pokémon
pokemon_species_Alakazam,Psi Pokémon
pokemon_species_Machop,Superpower Pokémon
pokemon_species_Machoke,Superpower Pokémon
pokemon_species_Machamp,Superpower Pokémon
pokemon_species_Bellsprout,Flower Pokémon
pokemon_species_Weepinbell,Flycatcher Pokémon
pokemon_species_Victreebel,Flycatcher Pokémon
pokemon_species_Tentacool,Jellyfish Pokémon
pokemon_species_Tentacruel,Jellyfish Pokémon
pokemon_species_Geodude,Rock Pokémon
pokemon_species_Graveler,Rock Pokémon
pokemon_species_Golem,Megaton Pokémon
pokemon_species_Ponyta,Fire Horse Pokémon
pokemon_species_Rapidash,Fire Horse Pokémon
pokemon_species_Slowpoke,Dopey Pokémon
pokemon_species_Slowbro,Hermit Crab Pokémon
pokemon_species_Magnemite,Magnet Pokémon
pokemon_species_Magneton,Magnet Pokémon
pokemon_species_Farfetch'd,Wild Duck Pokémon
pokemon_species_Doduo,Twin Bird Pokémon
pokemon_species_Dodrio,Triple Bird Pokémon
pokemon_species_Seel,Sea Lion Pokémon
pokemon_species_Dewgong,Sea Lion Pokémon
pokemon_species_Grimer,Sludge Pokémon
pokemon_species_Muk,Sludge Pokémon
pokemon_species_Shellder,Bivalve Pokémon
pokemon_species_Cloyster,Bivalve Pokémon
pokemon_species_Gastly,Gas Pokémon
pokemon_species_Haunter,Gas Pokémon
pokemon_species_Gengar,Shadow Pokémon
pokemon_species_Onix,Rock Snake Pokémon
pokemon_species_Drowzee,Hypnosis Pokémon
pokemon_species_Hypno,Hypnosis Pokémon
pokemon_species_Krabby,River Crab Pokémon
pokemon_species_Kingler,Pincer Pokémon
pokemon_species_Voltorb,Ball Pokémon
pokemon_species_Electrode,Ball Pokémon
pokemon_species_Exeggcute,Egg Pokémon
pokemon_species_Exeggutor,Coconut Pokémon
pokemon_species_Cubone,Lonely Pokémon
pokemon_species_Marowak,Bone Keeper Pokémon
pokemon_species_Hitmonlee,Kicking Pokémon
pokemon_species_Hitmonchan,Punching Pokémon
pokemon_species_Lickitung,Licking Pokémon
pokemon_species_Koffing,Poison Gas Pokémon
pokemon_species_Weezing,Poison Gas Pokémon
pokemon_species_Galarian Weezing,Poison Gas Pokémon
pokemon_species_Rhyhorn,Spikes Pokémon
pokemon_species_Rhydon,Drill Pokémon
pokemon_species_Chansey,Egg Pokémon
pokemon_species_Tangela,Vine Pokémon
pokemon_species_Kangaskhan,Parent Pokémon
pokemon_species_Horsea,Dragon Pokémon
pokemon_species_Seadra,Dragon Pokémon
pokemon_species_Goldeen,Goldfish Pokémon
pokemon_species_Seaking,Goldfish Pokémon
pokemon_species_Staryu,Star Shape Pokémon
pokemon_species_Starmie,Mysterious Pokémon
pokemon_species_Mr. Mime,Barrier Pokémon
pokemon_species_Scyther,Mantis Pokémon
pokemon_species_Jynx,Human Shape Pokémon
pokemon_species_Electabuzz,Electric Pokémon
pokemon_species_Magmar,Spitfire Pokémon
pokemon_species_Pinsir,Stag Beetle Pokémon
pokemon_species_Tauros,Wild Bull Pokémon
pokemon_species_Magikarp,Fish Pokémon
pokemon_species_Gyarados,Atrocious Pokémon
pokemon_species_Lapras,Transport Pokémon
pokemon_species_Ditto,Transform Pokémon
pokemon_species_Eevee,Evolution Pokémon
pokemon_species_Vaporeon,Bubble Jet Pokémon
pokemon_species_Jolteon,Lightning Pokémon
pokemon_species_Flareon,Flame Pokémon
pokemon_species_Porygon,Virtual Pokémon
pokemon_species_Omanyte,Spiral Pokémon
pokemon_species_Omastar,Spiral Pokémon
pokemon_species_Kabuto,Shellfish Pokémon
pokemon_species_Kabutops,Shellfish Pokémon
pokemon_species_Aerodactyl,Fossil Pokémon
pokemon_species_Snorlax,Sleeping Pokémon
pokemon_species_Articuno,Freeze Pokémon
pokemon_species_Zapdos,Electric Pokémon
pokemon_species_Moltres,Flame Pokémon
pokemon_species_Dratini,Dragon Pokémon
pokemon_species_Dragonair,Dragon Pokémon
pokemon_species_Dragonite,Dragon Pokémon
pokemon_species_Mewtwo,Genetic Pokémon
pokemon_species_Mew,New Species Pokémon
pokemon_species_Chikorita,Leaf Pokémon
pokemon_species_Bayleef,Leaf Pokémon
pokemon_species_Meganium,Herb Pokémon
pokemon_species_Cyndaquil,Fire Mouse Pokémon
pokemon_species_Quilava,Volcano Pokémon
pokemon_species_Typhlosion,Volcano Pokémon
pokemon_species_Totodile,Big Jaw Pokémon
pokemon_species_Croconaw,Big Jaw Pokémon
pokemon_species_Feraligatr,Big Jaw Pokémon
pokemon_species_Spinarak,String Spit Pokémon
pokemon_species_Ariados,Long Leg Pokémon
pokemon_species_Crobat,Bat Pokémon
pokemon_species_Chinchou,Angler Pokémon
pokemon_species_Lanturn,Light Pokémon
pokemon_species_Togepi,Spike Ball Pokémon
pokemon_species_Togetic,Happiness Pokémon
pokemon_species_Natu,Tiny Bird Pokémon
pokemon_species_Xatu,Mystic Pokémon
pokemon_species_Mareep,Wool Pokémon
pokemon_species_Flaaffy,Wool Pokémon
pokemon_species_Ampharos,Light Pokémon
pokemon_species_Marill,Aqua Mouse Pokémon
pokemon_species_Azumarill,Aqua Rabbit Pokémon
pokemon_species_Politoed,Frog Pokémon
pokemon_species_Yanma,Clear Wing Pokémon
pokemon_species_Wooper,Water Fish Pokémon
pokemon_species_Quagsire,Water Fish Pokémon
pokemon_species_Espeon,Sun Pokémon
pokemon_species_Umbreon,Moonlight Pokémon
pokemon_species_Murkrow,Darkness Pokémon
pokemon_species_Slowking,Royal Pokémon
pokemon_species_Misdreavus,Screech Pokémon
pokemon_species_Gligar,FlyScorpion Pokémon
pokemon_species_Steelix,Iron Snake Pokémon
pokemon_species_Scizor,Pincer Pokémon
pokemon_species_Heracross,Single Horn Pokémon
pokemon_species_Sneasel,Sharp Claw Pokémon
pokemon_species_Swinub,Pig Pokémon
pokemon_species_Piloswine,Swine Pokémon
pokemon_species_Houndour,Dark Pokémon
pokemon_species_Houndoom,Dark Pokémon
pokemon_species_Kingdra,Dragon Pokémon
pokemon_species_Phanpy,Long Nose Pokémon
pokemon_species_Donphan,Armor Pokémon
pokemon_species_Porygon2,Virtual Pokémon
pokemon_species_Tyrogue,Scuffle Pokémon
pokemon_species_Hitmontop,Handstand Pokémon
pokemon_species_Blissey,Happiness Pokémon
pokemon_species_Raikou,Thunder Pokémon
pokemon_species_Entei,Volcano Pokémon
pokemon_species_Suicune,Aurora Pokémon
pokemon_species_Larvitar,Rock Skin Pokémon
pokemon_species_Pupitar,Hard Shell Pokémon
pokemon_species_Tyranitar,Armor Pokémon
pokemon_species_Lugia,Diving Pokémon
pokemon_species_Ho-oh,Rainbow Pokémon
pokemon_species_Cranidos,Head Butt Pokémon
pokemon_species_Rampardos,Head Butt Pokémon
pokemon_species_Mismagius,Magical Pokémon
pokemon_species_Honchkrow,Big Boss Pokémon
pokemon_species_Weavile,Sharp Claw Pokémon
pokemon_species_Magnezone,Magnet Area Pokémon
pokemon_species_Lickilicky,Licking Pokémon
pokemon_species_Rhyperior,Drill Pokémon
pokemon_species_Tangrowth,Vine Pokémon
pokemon_species_Electivire,Thunderbolt Pokémon
pokemon_species_Magmortar,Blast Pokémon
pokemon_species_Togekiss,Jubilee Pokémon
pokemon_species_Yanmega,Ogre Darner Pokémon
pokemon_species_Leafeon,Verdant Pokémon
pokemon_species_Glaceon,Fresh Snow Pokémon
pokemon_species_Gliscor,Fang Scorp Pokémon
pokemon_species_Mamoswine,Twin Tusk Pokémon
pokemon_species_Porygon-Z,Virtual Pokémon
pokemon_species_Sylveon,Intertwining Pokémon
pokemon_species_Noibat,Sound Wave Pokémon
pokemon_species_Noivern,Sound Wave Pokémon
pokemon_species_Annihilape,Rage Monkey Pokémon
pokemon_species_Phancero,Glitchbird Pokémon
pokemon_species_Ph4D95210XaP,Glitchbird Pokémon

--------------
Item names:
[Official Items]
Balls:
item_name_1,Master Ball
item_name_2,Ultra Ball
item_name_3,Premier Ball
item_name_4,Great Ball
item_name_5,Poké Ball
item_name_45,Cherish Ball
item_name_79,Dive Ball
item_name_80,Net Ball
item_name_129,Quick Ball
item_name_150,Timer Ball
item_name_157,Heavy Ball
item_name_158,Dusk Ball
item_name_159,Level Ball
item_name_160,Lure Ball
item_name_161,Fast Ball
item_name_164,Friend Ball
item_name_165,Moon Ball
item_name_166,Love Ball
item_name_168,Repeat Ball
item_name_174,Luxury Ball
item_name_177,Sport Ball
item_name_181,Safari Ball
item_name_186,Heal Ball
item_name_188,Nest Ball

Key Items:
item_name_6,Bicycle
item_name_41,S.S. Ticket
item_name_54,Coin Case
item_name_55,Item Finder
item_name_56,Crystal Wing
item_name_58,Old Rod
item_name_59,Good Rod
item_name_61,Super Rod
item_name_66,Red Scale
item_name_67,Secret Potion
item_name_69,Mystery Egg
item_name_71,Silver Wing
item_name_78,Running Shoes
item_name_115,GS Ball
item_name_116,Blue Card
item_name_127,Card Key
item_name_128,Machine Part
item_name_130,Lost Item
item_name_133,Basement Key
item_name_134,Pass
item_name_175,Squirt Bottle
item_name_178,Rainbow Wing
item_name_241,Oval Charm
item_name_242,Shiny Charm
item_name_265,Tri Pass
item_name_284,Rainbow Pass
item_name_285,Old Sea Map
item_name_286,Ancient Shard
item_name_292,Empty Sea Map
item_name_592,Liberty Sea Map
item_name_576,Mega Bracelet
item_name_651,Light Stone
item_name_652,Dark Stone
item_name_653,Black Augurite
item_name_658,Exp. All

Technical Machines:
item_name_191,TM 01
item_name_192,TM 02
item_name_193,TM 03
item_name_194,TM 04
item_name_195,TM 05
item_name_196,TM 06
item_name_197,TM 07
item_name_198,TM 08
item_name_199,TM 09
item_name_200,TM 10
item_name_201,TM 11
item_name_202,TM 12
item_name_203,TM 13
item_name_204,TM 14
item_name_205,TM 15
item_name_206,TM 16
item_name_207,TM 17
item_name_208,TM 18
item_name_209,TM 19
item_name_210,TM 20
item_name_211,TM 21
item_name_212,TM 22
item_name_213,TM 23
item_name_214,TM 24
item_name_215,TM 25
item_name_216,TM 26
item_name_217,TM 27
item_name_218,TM 28
item_name_219,TM 29
item_name_220,TM 30
item_name_221,TM 31
item_name_222,TM 32
item_name_223,TM 33
item_name_224,TM 34
item_name_225,TM 35
item_name_226,TM 36
item_name_227,TM 37
item_name_228,TM 38
item_name_229,TM 39
item_name_230,TM 40
item_name_231,TM 41
item_name_232,TM 42
item_name_233,TM 43
item_name_234,TM 44
item_name_235,TM 45
item_name_236,TM 46
item_name_237,TM 47
item_name_238,TM 48
item_name_239,TM 49
item_name_240,TM 50
item_name_351,TM 51
item_name_352,TM 52
item_name_353,TM 53
item_name_354,TM 54
item_name_355,TM 55
item_name_356,TM 56
item_name_357,TM 57
item_name_358,TM 58
item_name_359,TM 59
item_name_360,TM 60
item_name_361,TM 61
item_name_362,TM 62
item_name_363,TM 63
item_name_364,TM 64
item_name_365,TM 65
item_name_366,TM 66
item_name_367,TM 67
item_name_368,TM 68
item_name_369,TM 69
item_name_370,TM 70
item_name_371,TM 71
item_name_372,TM 72
item_name_373,TM 73
item_name_374,TM 74
item_name_375,TM 75
item_name_376,TM 76
item_name_377,TM 77
item_name_378,TM 78
item_name_379,TM 79
item_name_380,TM 80
item_name_381,TM 81
item_name_382,TM 82
item_name_383,TM 83
item_name_384,TM 84
item_name_385,TM 85
item_name_386,TM 86
item_name_387,TM 87
item_name_388,TM 88
item_name_389,TM 89
item_name_390,TM 90
item_name_391,TM 91
item_name_392,TM 92
item_name_393,TM 93
item_name_394,TM 94
item_name_395,TM 95
item_name_396,TM 96
item_name_397,TM 97
item_name_398,TM 98
item_name_399,TM 99
item_name_400,TM 100
item_name_401,TM 101
item_name_402,TM 102
item_name_403,TM 103
item_name_404,TM 104
item_name_405,TM 105
item_name_406,TM 106
item_name_407,TM 107
item_name_408,TM 108
item_name_409,TM 109
item_name_410,TM 110
item_name_411,TM 111
item_name_412,TM 112
item_name_413,TM 113
item_name_414,TM 114
item_name_415,TM 115
item_name_416,TM 116
item_name_417,TM 117
item_name_418,TM 118
item_name_419,TM 119
item_name_420,TM 120
item_name_421,TM 121
item_name_422,TM 122
item_name_423,TM 123
item_name_424,TM 124
item_name_425,TM 125
item_name_426,TM 126
item_name_427,TM 127
item_name_428,TM 128
item_name_429,TM 129
item_name_430,TM 130
item_name_431,TM 131
item_name_432,TM 132
item_name_433,TM 133
item_name_434,TM 134
item_name_435,TM 135
item_name_436,TM 136
item_name_437,TM 137
item_name_438,TM 138
item_name_439,TM 139
item_name_440,TM 140
item_name_441,TM 141
item_name_442,TM 142
item_name_443,TM 143
item_name_444,TM 144
item_name_445,TM 145
item_name_446,TM 146
item_name_447,TM 147
item_name_448,TM 148
item_name_449,TM 149
item_name_450,TM 150
item_name_451,TM 151
item_name_452,TM 152
item_name_453,TM 153
item_name_454,TM 154
item_name_455,TM 155
item_name_456,TM 156
item_name_457,TM 157
item_name_458,TM 158
item_name_459,TM 159
item_name_460,TM 160
item_name_461,TM 161
item_name_462,TM 162
item_name_463,TM 163
item_name_464,TM 164
item_name_465,TM 165
item_name_466,TM 166
item_name_467,TM 167
item_name_468,TM 168
item_name_469,TM 169
item_name_470,TM 170
item_name_471,TM 171
item_name_472,TM 172
item_name_473,TM 173
item_name_474,TM 174
item_name_475,TM 175
item_name_476,TM 176
item_name_477,TM 177
item_name_478,TM 178
item_name_479,TM 179
item_name_480,TM 180
item_name_481,TM 181

Hidden Machines:
item_name_247,HM 01
item_name_244,HM 02
item_name_245,HM 03
item_name_246,HM 04
item_name_243,HM 05
item_name_248,HM 06
item_name_249,HM 07
item_name_250,HM 08
item_name_251,HM 09
item_name_252,HM 10

Medicine:
item_name_7,Lava Cookie
item_name_9,Antidote
item_name_10,Burn Heal
item_name_11,Ice Heal
item_name_12,Awakening
item_name_13,Paralyze Heal
item_name_14,Full Restore
item_name_15,Max Potion
item_name_16,Hyper Potion
item_name_17,Super Potion
item_name_18,Potion
item_name_21,Max Elixir
item_name_32,Rare Candy
item_name_38,Full Heal
item_name_39,Revive
item_name_40,Max Revive
item_name_46,Fresh Water
item_name_47,Soda Pop
item_name_48,Lemonade
item_name_62,PPUp
item_name_63,Ether
item_name_64,Max Ether
item_name_65,Elixir
item_name_72,Moo Moo Milk
item_name_114,Rage Candy Bar
item_name_121,Energy Powder
item_name_122,Energy Root
item_name_123,Heal Powder
item_name_124,Revival Herb
item_name_139,Berry Juice
item_name_152,Pewter Crunchies
item_name_156,Sacred Ash
item_name_266,Fanta
item_name_502,PPMax

Berries:
item_name_2000,Cheri
item_name_2001,Chesto
item_name_2002,Pecha
item_name_2003,Rawst
item_name_2004,Aspear
item_name_2005,Leppa
item_name_2006,Oran
item_name_2007,Persim
item_name_2008,Lum
item_name_2009,Sitrus
item_name_2010,Figy
item_name_2011,Wiki
item_name_2012,Mago
item_name_2013,Aguav
item_name_2014,Iapapa
item_name_2015,Razz
item_name_2016,Bluk
item_name_2017,Nanab
item_name_2018,Wepear
item_name_2019,Pinap
item_name_2020,Pomeg
item_name_2021,Kelpsy
item_name_2022,Qualot
item_name_2023,Hondew
item_name_2024,Grepa
item_name_2025,Tamato
item_name_2026,Cornn
item_name_2027,Magost
item_name_2028,Rabuta
item_name_2029,Nomel
item_name_2030,Spelon
item_name_2031,Pamtre
item_name_2032,Watmel
item_name_2033,Durin
item_name_2034,Belue
item_name_2035,Occa
item_name_2036,Passho
item_name_2037,Wacan
item_name_2038,Rindo
item_name_2039,Yache
item_name_2040,Chople
item_name_2041,Kebia
item_name_2042,Shuca
item_name_2043,Coba
item_name_2044,Payapa
item_name_2045,Tanga
item_name_2046,Charti
item_name_2047,Kasib
item_name_2048,Haban
item_name_2049,Colbur
item_name_2050,Babiri
item_name_2051,Chilan
item_name_2052,Liechi
item_name_2053,Ganlon
item_name_2054,Salac
item_name_2055,Petaya
item_name_2056,Apicot
item_name_2057,Lansat
item_name_2058,Starf
item_name_2059,Enigma
item_name_2060,Micle
item_name_2061,Custap
item_name_2062,Jaboca
item_name_2063,Rowap
item_name_2064,Roseli
item_name_2065,Kee
item_name_2066,Maranga

Stones:
item_name_8,Moon Stone
item_name_22,Fire Stone
item_name_23,Thunder Stone
item_name_24,Water Stone
item_name_34,Leaf Stone
item_name_112,Everstone
item_name_169,Sun Stone
item_name_262,Sticky Rock
item_name_593,Ice Stone
item_name_135,Shiny Stone
item_name_136,Dusk Stone
item_name_137,Dawn Stone

Standard:
item_name_19,Escape Rope
item_name_30,Lucky Punch
item_name_35,Metal Powder
item_name_36,Nugget
item_name_37,Poké Doll
item_name_57,Exp. Share
item_name_60,Silver Leaf
item_name_70,Sticky Barb
item_name_73,Quick Claw
item_name_74,Zoom Lens
item_name_75,Gold Leaf
item_name_76,Soft Sand
item_name_77,Sharp Beak
item_name_81,Poison Barb
item_name_82,King's Rock
item_name_83,Prism Scale
item_name_84,Reaper Cloth
item_name_88,Silver Powder
item_name_90,Silk Scarf
item_name_91,Amulet Coin
item_name_94,Cleanse Tag
item_name_95,Mystic Water
item_name_96,Twisted Spoon
item_name_98,Black Belt
item_name_100,Magmarizer
item_name_102,Black Glasses
item_name_103,Slowpoke Tail
item_name_104,Pink Bow
item_name_105,Stick
item_name_106,Smoke Ball
item_name_107,Nevermelt Ice
item_name_108,Magnet
item_name_109,Rare Bone
item_name_110,Pearl
item_name_111,Big Pearl
item_name_113,Spell Tag
item_name_117,Miracle Seed
item_name_118,Thick Club
item_name_119,Focus Band
item_name_120,Electirizer
item_name_125,Hard Stone
item_name_126,Lucky Egg
item_name_131,Stardust
item_name_132,Star Piece
item_name_138,Charcoal
item_name_140,Scope Lens
item_name_141,Protector
item_name_142,Lagging Tail
item_name_143,Metal Coat
item_name_144,Dragon Fang
item_name_145,Wave Incense
item_name_146,Leftovers
item_name_147,White Flute
item_name_148,Soothe Bell
item_name_149,Comet Shard
item_name_151,Dragon Scale
item_name_153,Balm Mushroom
item_name_154,Shed Shell
item_name_155,Quick Powder
item_name_162,Deep Sea Scale
item_name_163,Light Ball
item_name_167,Deep Sea Tooth
item_name_170,Berserk Gene
item_name_171,Wide Lens
item_name_172,Up-Grade
item_name_173,Pearl String
item_name_176,Grip Claw
item_name_179,Oval Stone
item_name_180,Brick Piece
item_name_182,Black Sludge
item_name_183,Razor Fang
item_name_184,Razor Claw
item_name_185,Dubious Disc
item_name_187,Ability Capsule
item_name_189,Big Nugget
item_name_190,Heart Scale
item_name_263,Odd Incense
item_name_264,Sea Incense
item_name_287,Rose Incence
item_name_288,Full Incense
item_name_289,Lax Incense
item_name_290,Luck Incense
item_name_291,Pure Incense
item_name_293,Damp Rock
item_name_294,Heat Rock
item_name_295,Smooth Rock
item_name_296,Icy Rock
item_name_297,Light Clay
item_name_298,Eviolite
item_name_299,Rock Incense
item_name_503,Sachet
item_name_504,Whipped Dream
item_name_505,Toxic Orb
item_name_506,Life Orb
item_name_577,Flame Orb
item_name_578,Choice Band
item_name_579,Choice Scarf
item_name_580,Choice Specs
item_name_581,Macho Brace
item_name_582,Power Weight
item_name_583,Power Bracer
item_name_584,Power Belt
item_name_585,Power Lens
item_name_586,Power Band
item_name_587,Power Anklet
item_name_591,Expert Belt
item_name_594,Snowball
item_name_595,Cell Battery
item_name_596,Electric Seed
item_name_597,Grassy Seed
item_name_598,Misty Seed
item_name_599,Psychic Seed
item_name_600,Terrain Extender
item_name_648,Poké Toy
item_name_649,Fluffy Tail
item_name_650,Bright Powder
item_name_654,Peat Block
item_name_1996,Burn Drive
item_name_1997,Chill Drive
item_name_1998,Douse Drive
item_name_1999,Shock Drive

Fossils:
item_name_601,Helix Fossil
item_name_602,Dome Fossil
item_name_603,Old Amber
item_name_604,Root Fossil
item_name_605,Claw Fossil
item_name_606,Skull Fossil
item_name_607,Armor Fossil
item_name_608,Cover Fossil
item_name_609,Plume Fossil
item_name_610,Jaw Fossil
item_name_611,Sail Fossil

Repels:
item_name_20,Repel
item_name_42,Super Repel
item_name_43,Max Repel

Vitamins:
item_name_25,Zinc
item_name_26,HPUp
item_name_27,Protein
item_name_28,Iron
item_name_29,Carbos
item_name_31,Calcium

XItems:
item_name_33,XAccuracy
item_name_44,Dire Hit
item_name_49,XAttack
item_name_50,XSp. Def.
item_name_51,XDefend
item_name_52,XSpeed
item_name_53,XSp. Atk.
item_name_68,Guard Spec

Apricorns:
item_name_85,Red Apricorn
item_name_89,Blu Apricorn
item_name_92,Ylw Apricorn
item_name_93,Grn Apricorn
item_name_97,Wht Apricorn
item_name_99,Blk Apricorn
item_name_101,Pnk Apricorn

Plants:
item_name_86,Tiny Mushroom
item_name_87,Big Mushroom
item_name_253,Honey

Wings:
item_name_254,Health Wing
item_name_255,Muscle Wing
item_name_256,Resist Wing
item_name_257,Genius Wing
item_name_258,Clever Wing
item_name_259,Swift Wing
item_name_260,Pretty Wing
item_name_261,Sticky Wing

Plates:
item_name_267,Draco Plate
item_name_268,Dread Plate
item_name_269,Earth Plate
item_name_270,Fist Plate
item_name_271,Flame Plate
item_name_272,Icicle Plate
item_name_273,Insect Plate
item_name_274,Iron Plate
item_name_275,Meadow Plate
item_name_276,Mind Plate
item_name_277,Pixie Plate
