language_name,Nederlands
item_name_577,Vlammenbol
item_name_578,Keuzeband
item_name_579,Keuzesjaal
item_name_580,Keuzebril
item_name_581,Macho-armband
item_name_582,Krachtgewicht
item_name_583,Krachtbeugel
item_name_584,Krachtriem
item_name_585,Krachtlens
item_name_586,Krachtband
item_name_587,Kracht-~enkelband
item_name_591,Expertband
item_name_594,Sneeuwbal
item_name_595,Batterijcel
item_name_596,Electrisch~Zaadje
item_name_597,Grassig Zaadje
item_name_598,Mistig Zaadje
item_name_599,Psychisch~Zaadje
item_name_600,Terrein-~uitbreider
item_name_648,Poké-Speelgoed
item_name_649,Pluizige~Staart
item_name_650,Fel Poeder
item_name_654,Turfblok
item_name_1996,Brandschijf
item_name_1997,Kalmteschijf
item_name_1998,Blusschijf
item_name_1999,Shokschijf

Standard (Plural):
item_pluralname_19,Ontsnappingstouwen
item_pluralname_30,Geluksklappen
item_pluralname_35,Metaalpoeders
item_pluralname_36,Goudklompjes
item_pluralname_37,Poké-Poppen
item_pluralname_57,Ervaringsdelers
item_pluralname_60,Zilverbladen
item_pluralname_70,Plakkerige Weerhaken
item_pluralname_73,Snelle Klauwen
item_pluralname_74,Vergrootglazen
item_pluralname_75,Goudbladeren
item_pluralname_76,Zachte Zanden
item_pluralname_77,Scherpe Bekken
item_pluralname_81,Gifweerhaken
item_pluralname_82,Koningstenen
item_pluralname_83,Prismaschubben
item_pluralname_84,Doodskleden
item_pluralname_88,Zilverpoeders
item_pluralname_90,Zijden Sjalen
item_pluralname_91,Amuletmunten
item_pluralname_94,Reinigingslabels
item_pluralname_95,Mystieke Wateren
item_pluralname_96,Verbogen Lepels
item_pluralname_98,Zwarte Banden
item_pluralname_100,Magmariseerders
item_pluralname_102,Zwarte Brillen
item_pluralname_103,Slowpokestaart
item_pluralname_104,Roze Strikken
item_pluralname_105,Stokken
item_pluralname_106,Rookballen
item_pluralname_107,Smeltnooit-Ijzen
item_pluralname_108,Magneten
item_pluralname_109,Zeldzame Botten
item_pluralname_110,Parels
item_pluralname_111,Grote Parels
item_pluralname_113,Spreuklabels
item_pluralname_117,Mirakelzaadjes
item_pluralname_118,Dikke Knotsen
item_pluralname_119,Focusbanden
item_pluralname_120,Elektriseerders
item_pluralname_125,Harde Stenen
item_pluralname_126,Gelukseieren
item_pluralname_131,Sterrenstoffen
item_pluralname_132,Stukken Ster
item_pluralname_138,Houtskolen
item_pluralname_140,Kijkglazen
item_pluralname_141,Beschermers
item_pluralname_142,Trage Staarten
item_pluralname_143,Metalen Lagen
item_pluralname_144,Drakentanden
item_pluralname_145,Golfwierroken
item_pluralname_146,Kliekjes
item_pluralname_147,Witte Fluiten
item_pluralname_148,Kalmeerbellen
item_pluralname_149,Komeetscherven
item_pluralname_151,Drakenschalen
item_pluralname_153,Balsempaddenstoelen
item_pluralname_154,Schuilschelpen
item_pluralname_155,Snelheidspoeders
item_pluralname_162,Diepzeeschubben
item_pluralname_163,Lichtballen
item_pluralname_167,Diepzeetanden
item_pluralname_170,Berserk-Genen
item_pluralname_171,Groothoeklenzen
item_pluralname_172,Upgrades
item_pluralname_173,Parelsnoeren
item_pluralname_176,Gripklauwen
item_pluralname_179,Ovale Stenen
item_pluralname_180,Stuk Bakstenen
item_pluralname_182,Zwarte Slibben
item_pluralname_183,Scheermestanden
item_pluralname_184,Scheermesklauwen
item_pluralname_185,Dubieuze Schijven
item_pluralname_187,Vaardigheidscapsules
item_pluralname_189,Grote Goudklompjes
item_pluralname_190,Hartschubben
item_pluralname_263,Vreemde Wierroken
item_pluralname_264,Zeeluchtwierroken
item_pluralname_287,Rozenwierroken
item_pluralname_288,Volledige Wierroken
item_pluralname_289,Ontspanningswierroken
item_pluralname_290,Gelukswierroken
item_pluralname_291,Pure Wierroken
item_pluralname_293,Vochtrotsen
item_pluralname_294,Hitterotsen
item_pluralname_295,Gladde Rotsen
item_pluralname_296,Ijzige Rotsen
item_pluralname_297,Lichte Kleien
item_pluralname_298,Eviolieten
item_pluralname_299,Rotswierroken
item_pluralname_503,Zakjes
item_pluralname_504,Geklopte Dromen
item_pluralname_505,Gifbollen
item_pluralname_506,Levensbollen
item_pluralname_577,Vlammenbollen
item_pluralname_578,Keuzebanden
item_pluralname_579,Keuzesjalen
item_pluralname_580,Keuzebrillen
item_pluralname_581,Macho-armbanden
item_pluralname_582,Krachtgewichten
item_pluralname_583,Krachtbeugels
item_pluralname_584,Krachtriemen
item_pluralname_585,Krachtlenzen
item_pluralname_586,Krachtbanden
item_pluralname_587,Krachtenkelbanden
item_pluralname_591,Expertbanden
item_pluralname_594,Sneeuwbal
item_pluralname_595,Batterijcellen
item_pluralname_596,Electrische Zaadjes
item_pluralname_597,Grassige Zaadjes
item_pluralname_598,Mistige Zaadjes
item_pluralname_599,Psychische Zaadjes
item_pluralname_600,Terreinuitbreiders
item_pluralname_648,Poké-Speelgoeden
item_pluralname_649,Pluizige Staarten
item_pluralname_650,Felle Poeders
item_pluralname_654,Turfblokken
item_pluralname_1996,Brandschijven
item_pluralname_1997,Kalmteschijven
item_pluralname_1998,Blusschijven
item_pluralname_1999,Shokschijven

Fossils:
item_name_601,Schroeffossiel
item_name_602,Koepelfossiel
item_name_603,Oud Amber
item_name_604,Wortelfossiel
item_name_605,Klauwfossiel
item_name_606,Schedelfossiel
item_name_607,Pantserfossiel
item_name_608,Schuilfossiel
item_name_609,Pluimfossiel
item_name_610,Kaakfossiel
item_name_611,Zeilfossiel

Fossils (Plural):
item_pluralname_601,Schroeffossielen
item_pluralname_602,Koepelfossielen
item_pluralname_603,Oude Ambers
item_pluralname_604,Wortelfossielen
item_pluralname_605,Klauwfossielen
item_pluralname_606,Schedelfossielen
item_pluralname_607,Pantserfossielen
item_pluralname_608,Schuilfossielen
item_pluralname_609,Pluimfossielen
item_pluralname_610,Kaakfossielen
item_pluralname_611,Zeilfossielen

Repels:
item_name_20,Afweerder
item_name_42,Superafweerder
item_name_43,Maximale~Afweerder

Repels (Plural):
item_pluralname_20,Afweerders
item_pluralname_42,Superafweerders
item_pluralname_43,Maximale Afweersers

Vitamins:
item_name_25,Zink
item_name_26,LP-Plus
item_name_27,Proteïne
item_name_28,Ijzer
item_name_29,Koolhydraat
item_name_31,Calcium

Vitamins (Plural):
item_pluralname_25,Zinken
item_pluralname_26,LP-Plussen
item_pluralname_27,Proteïnes
item_pluralname_28,Ijzers
item_pluralname_29,Koolhydraten
item_pluralname_31,Calciums

XItems:
item_name_33,X-~Nauwkeurigheid
item_name_44,Harde Treffer
item_name_49,X-Aanval
item_name_50,X-Sp. Weerstand
item_name_51,X-Weerstand
item_name_52,X-Snelheid
item_name_53,X-Sp. Aanval
item_name_68,Blokkeerder

XItems (Plural):
item_pluralname_33,X-Nauwkeurigheids
item_pluralname_44,Harde Treffers
item_pluralname_49,X-Aanvals
item_pluralname_50,X-Sp. Weerstands
item_pluralname_51,X-Weerstands
item_pluralname_52,X-Snelheids
item_pluralname_53,X-Sp. Aanvals
item_pluralname_68,Blokkeerders

Apricorns:
item_name_85,Rode Apricorn
item_name_89,Blauwe~Apricorn
item_name_92,Gele Apricorn
item_name_93,Groene~Apricorn
item_name_97,Witte Apricorn
item_name_99,Zwarte~Apricorn
item_name_101,Roze Apricorn

Apricorns (Plural):
item_pluralname_85,Rode Apricorns
item_pluralname_89,Blauwe Apricorns
item_pluralname_92,Gele Apricorns
item_pluralname_93,Groene Apricorns
item_pluralname_97,Witte Apricorns
item_pluralname_99,Zwarte Apricorns
item_pluralname_101,Roze Apricorns

Plants:
item_name_86,Kleine~Paddenstoel
item_name_87,Grote~Paddenstoel
item_name_253,Honing

Plants (Plural):
item_pluralname_86,Kleine Paddenstoelen
item_pluralname_87,Grote Paddenstoelen
item_pluralname_253,Honingen

Wings:
item_name_254,Gezondheid-~vleugel
item_name_255,Gespierdheid-~vleugel
item_name_256,Weerstand-~vleugel
item_name_257,Genialiteit-~vleugel
item_name_258,Handigheid-~vleugel
item_name_259,Vlugheid-~vleugel
item_name_260,Schoonheid-~vleugel
item_name_261,Plakkigheid-~vleugel

Plates:
item_name_267,Drakenplaat
item_name_268,Vreesplaat
item_name_269,Aardeplaat
item_name_270,Vuistplaat
item_name_271,Vlammenplaat
item_name_272,IJspegelplaat
item_name_273,Insectenplaat
item_name_274,Ijzerplaat
item_name_275,Weideplaat
item_name_276,Geestplaat
item_name_277,Elfjesplaat
item_name_278,Luchtplaat
item_name_279,Plonsplaat
item_name_280,Spokenplaat
item_name_281,Steenplaat
item_name_282,Gifplaat
item_name_283,Schokplaat

Plates (Plural):
item_pluralname_267,Drakenplaten
item_pluralname_268,Vreesplaten
item_pluralname_269,Aardeplaten
item_pluralname_270,Vuistplaten
item_pluralname_271,Vlammenplaten
item_pluralname_272,IJspegelplaten
item_pluralname_273,Insectenplaten
item_pluralname_274,Ijzerplaten
item_pluralname_275,Weideplaten
item_pluralname_276,Geestplaten
item_pluralname_277,Elfjesplaten
item_pluralname_278,Luchtplaten
item_pluralname_279,Plonsplaten
item_pluralname_280,Spokenplaten
item_pluralname_281,Steenplaten
item_pluralname_282,Gifplaten
item_pluralname_283,Schokplaten

Mail:
item_name_300,Grasbrief
item_name_301,Kralenbrief
item_name_302,Droombrief
item_name_303,Prachtbrief
item_name_304,Glitterbrief
item_name_305,Havenbrief
item_name_306,Mechaniekbrief
item_name_307,Oranjebrief
item_name_308,Retrobrief
item_name_309,Schaduwbrief
item_name_310,Tropenbrief
item_name_311,Golfbrief
item_name_312,Houtbrief
item_name_313,Luchtbrief
item_name_314,Bloeibrief
item_name_315,Baksteenbrief
item_name_316,Bubbelbrief
item_name_317,Vlammenbrief
item_name_318,Hartenbrief
item_name_319,Mozaïekbrief
item_name_320,Sneeuwbrief
item_name_321,Ruimtebrief
item_name_322,Staalbrief
item_name_323,Tunnelbrief
item_name_324,Hoogspannings~brugbrief
item_name_325,Ophaal~brugbrief
item_name_326,Torenhoge~Brugbrief
item_name_327,Klassieke~Brugbrief
item_name_328,Majesteuze~Brugbrief
item_name_329,Favorietbrief
item_name_330,Dankbrief
item_name_331,Inlichtings~brief
item_name_332,Groetbrief
item_name_333,Verzoekbrief
item_name_334,Waardeerbrief
item_name_335,Antwoordbrief
item_name_336,Kolben-brief

Mail (Plural):
item_pluralname_300,Grasbrieven
item_pluralname_301,Kralenbrieven
item_pluralname_302,Droombrieven
item_pluralname_303,Prachtbrieven
item_pluralname_304,Glitterbrieven
item_pluralname_305,Havenbrieven
item_pluralname_306,Mechaniekbrieven
item_pluralname_307,Oranjebrieven
item_pluralname_308,Retrobrieven
item_pluralname_309,Schaduwbrieven
item_pluralname_310,Tropenbrieven
item_pluralname_311,Golfbrieven
item_pluralname_312,Houtbrieven
item_pluralname_313,Luchtbrieven
item_pluralname_314,Bloeibrieven
item_pluralname_315,Baksteenbrieven
item_pluralname_316,Bubbelbrieven
item_pluralname_317,Vlammenbrieven
item_pluralname_318,Hartenbrieven
item_pluralname_319,Mozaïekbrieven
item_pluralname_320,Sneeuwbrieven
item_pluralname_321,Ruimtebrieven
item_pluralname_322,Staalbrieven
item_pluralname_323,Tunnelbrieven
item_pluralname_324,Hoogspanningsbrugbrieven
item_pluralname_325,Ophaalbrugbrieven
item_pluralname_326,Torenhoge Brugbrieven
item_pluralname_327,Klassieke Brugbrieven
item_pluralname_328,Majesteuze Brugbrieven
item_pluralname_329,Favorietbrieven
item_pluralname_330,Dankbrieven
item_pluralname_331,Inlichtingsbrieven
item_pluralname_332,Groetbrieven
item_pluralname_333,Verzoekbrieven
item_pluralname_334,Waardeerbrieven
item_pluralname_335,Antwoordbrieven
item_pluralname_336,Kolben-brieven

Mega Stones:
item_name_507,Abomasiet
item_name_508,Absoliet
item_name_509,Aerodactyliet
item_name_510,Aggroniet
item_name_511,Alakaziet
item_name_512,Ampharosiet
item_name_513,Banettiet
item_name_514,Blastoisiniet
item_name_515,Blazikeniet
item_name_516,Charizardiet X
item_name_517,Charizardiet Y
item_name_518,Garchompiet
item_name_519,Gardevoiriet
item_name_520,Gengariet
item_name_521,Gyaradosiet
item_name_522,Heracroniet
item_name_523,Houndoominiet
item_name_524,Kangaskhaniet
item_name_525,Lucarioniet
item_name_526,Manectiet
item_name_527,Mawiliet
item_name_528,Medichamiet
item_name_529,Mewtwoniet X
item_name_530,Mewtwoniet Y
item_name_531,Pinsiriet
item_name_532,Scizoriet
item_name_533,Tyranitariet
item_name_534,Venusauriet
item_name_535,Altarianiet
item_name_536,Audiniet
item_name_537,Beedrilliet
item_name_538,Cameruptiet
item_name_539,Dianciet
item_name_540,Galladiet
item_name_541,Glalitiet
item_name_542,Latiasiet
item_name_543,Latiosiet
item_name_544,Lopunniet
item_name_545,Metagrossiet
item_name_546,Pidgeotiet
item_name_547,Sableniet
item_name_548,Salamenciet
item_name_549,Sceptiliet
item_name_550,Sharpedoniet
item_name_551,Slowbroniet
item_name_552,Steelixiet
item_name_553,Swampertiet

Mega Stones (Plural):
item_pluralname_507,Abomasieten
item_pluralname_508,Absolieten
item_pluralname_509,Aerodactylieten
item_pluralname_510,Aggronieten
item_pluralname_511,Alakazieten
item_pluralname_512,Ampharosieten
item_pluralname_513,Banettieten
item_pluralname_514,Blastoisinieten
item_pluralname_515,Blazikenieten
item_pluralname_516,Charizardieten X
item_pluralname_517,Charizardieten Y
item_pluralname_518,Garchompieten
item_pluralname_519,Gardevoirieten
item_pluralname_520,Gengarieten
item_pluralname_521,Gyaradosieten
item_pluralname_522,Heracronieten
item_pluralname_523,Houndoominieten
item_pluralname_524,Kangaskhanieten
item_pluralname_525,Lucarionieten
item_pluralname_526,Manectieten
item_pluralname_527,Mawilieten
item_pluralname_528,Medichamieten
item_pluralname_529,Mewtwonieten X
item_pluralname_530,Mewtwonieten Y
item_pluralname_531,Pinsirieten
item_pluralname_532,Scizorieten
item_pluralname_533,Tyranitarieten
item_pluralname_534,Venusaurieten
item_pluralname_535,Altarianieten
item_pluralname_536,Audinieten
item_pluralname_537,Beedrillieten
item_pluralname_538,Cameruptieten
item_pluralname_539,Diancieten
item_pluralname_540,Galladieten
item_pluralname_541,Glalitieten
item_pluralname_542,Latiasieten
item_pluralname_543,Latiosieten
item_pluralname_544,Lopunnieten
item_pluralname_545,Metagrossieten
item_pluralname_546,Pidgeotieten
item_pluralname_547,Sablenieten
item_pluralname_548,Salamencieten
item_pluralname_549,Sceptilieten
item_pluralname_550,Sharpedonieten
item_pluralname_551,Slowbronieten
item_pluralname_552,Steelixieten
item_pluralname_553,Swampertieten

Gems:
item_name_630,Vuurjuweel
item_name_631,Waterjuweel
item_name_632,Electrisch~juweel
item_name_633,Grasjuweel
item_name_634,IJsjuweel
item_name_635,Vechtjuweel
item_name_636,Gifjuweel
item_name_637,Grondjuweel
item_name_638,Vliegjuweel
item_name_639,Psychischjuweel
item_name_640,Insectjuweel
item_name_641,Rotsjuweel
item_name_642,Geestjuweel
item_name_643,Draakjuweel
item_name_644,Duisterjuweel
item_name_645,Staaljuweel
item_name_646,Normaaljuweel
item_name_647,Feejuweel

Gems (Plural):
item_pluralname_630,Vuurjuwelen
item_pluralname_631,Waterjuwelen
item_pluralname_632,Electrischjuwelen
item_pluralname_633,Grasjuwelen
item_pluralname_634,IJsjuwelen
item_pluralname_635,Vechtjuwelen
item_pluralname_636,Gifjuwelen
item_pluralname_637,Grondjuwelen
item_pluralname_638,Vliegjuwelen
item_pluralname_639,Psychischjuwelen
item_pluralname_640,Insectjuwelen
item_pluralname_641,Rotsjuwelen
item_pluralname_642,Geestjuwelen
item_pluralname_643,Draakjuwelen
item_pluralname_644,Duisterjuwelen
item_pluralname_645,Staaljuwelen
item_pluralname_646,Normaaljuwelen
item_pluralname_647,Feejuwelen

Memories:
item_name_660,Insect-~herinnering
item_name_661,Duister-~herinnering
item_name_662,Draak-~herinnering
item_name_663,Elektrische~Herinnering
item_name_664,Feeherinnering
item_name_665,Vecht-~herinnering
item_name_666,Vuur-~herinnering
item_name_667,Vlieg-~herinnering
item_name_668,Geest-~herinnering
item_name_669,Gras-~herinnering
item_name_670,Grond-~herinnering
item_name_671,IJsherinnering
item_name_672,Gifherinnering
item_name_673,Psychische~Herinnering
item_name_674,Rots-~herinnering
item_name_675,Staal-~herinnering
item_name_676,Water-~herinnering

Memories (Plural):
item_pluralname_660,Insect-herinneringen
item_pluralname_661,Duister-herinneringen
item_pluralname_662,Draak-herinneringen
item_pluralname_663,Elektrische Herinneringen
item_pluralname_664,Feeherinnering
item_pluralname_665,Vecht-herinneringen
item_pluralname_666,Vuur-herinneringen
item_pluralname_667,Vlieg-herinneringen
item_pluralname_668,Geest-herinneringen
item_pluralname_669,Gras-herinneringen
item_pluralname_670,Grond-herinneringen
item_pluralname_671,IJsherinnering
item_pluralname_672,Gifherinnering
item_pluralname_673,Psychische Herinneringen
item_pluralname_674,Rots-herinneringen
item_pluralname_675,Staal-herinneringen
item_pluralname_676,Water-herinneringen

[GameMode Items]
item_name_gm0,Tim's Pizza
item_name_gm1,Ruilsteen
item_name_gm2,Rood Amulet
item_name_gm3,Rode Bol
item_name_gm4,Blauwe Bol
item_name_gm5,Groene Bol
item_name_gm6,Virusscanner
item_name_gm7,Blikje Bier
item_name_gm8,Landkaart
item_name_gm9,Poké-fluit
item_name_gm10,Miststeen
item_name_gm11,Gouden Ei
item_name_gm12,Zilveren~Ei
item_name_gm13,Kristallen~Ei
item_name_gm14,Robijnen~Ei
item_name_gm15,Saffieren~Ei
item_name_gm16,Smaragden~Ei
item_name_gm17,Prismasleutel
item_name_gm18,Toverstok
item_name_gm69,VM 01
item_name_gm70,VM 02
item_name_gm71,VM 03
item_name_gm72,VM 04
item_name_gm73,Blauweluchtbrief
item_name_gm74,Eonbrief
item_name_gm75,Bloemenbrief
item_name_gm76,Lichtblauwbrief
item_name_gm77,Prachtbrief
item_name_gm78,Illusiebrief
item_name_gm79,Veranderbrief
item_name_gm80,Muziekbrief
item_name_gm81,Portretbrief
item_name_gm82,Surfbrief
item_name_gm84,Koningsteen
item_name_gm85,Metalen Laag
item_name_gm86,Beschermer
item_name_gm87,Elektriseerder
item_name_gm88,Magmariseerder
item_name_gm89,Upgrade
item_name_gm90,Dubieuze~Schijf
item_name_gm91,Scheermesklauw
item_name_gm92,Scheermestand
item_name_gm93,Drakenschaal
item_name_gm94,Boost-Machine

[GameMode Item Plural Names]
item_pluralname_gm1,Evolutiegereedschappen
item_pluralname_gm3,Rode Bollen
item_pluralname_gm4,Blauwe Bollen
item_pluralname_gm5,Groene Bollen
item_pluralname_gm7,Blikjes Bier
item_pluralname_gm18,Toverstokken
item_pluralname_gm73,Blauweluchtbrieven
item_pluralname_gm74,Eonbrieven
item_pluralname_gm75,Bloemenbrieven
item_pluralname_gm76,Lichtblauwbrieven
item_pluralname_gm77,Prachtbrieven
item_pluralname_gm78,Illusiebrieven
item_pluralname_gm79,Veranderbrieven
item_pluralname_gm80,Muziekbrieven
item_pluralname_gm81,Portretbrieven
item_pluralname_gm82,Surfbrieven
item_pluralname_gm84,Koningstenen
item_pluralname_gm85,Metalen Lagen
item_pluralname_gm86,Beschermers
item_pluralname_gm87,Elektriseerders
item_pluralname_gm88,Magmariseerders
item_pluralname_gm89,Upgrades
item_pluralname_gm90,Dubieuze~Schijven
item_pluralname_gm91,Scheermesklauwen
item_pluralname_gm92,Scheermestanden
item_pluralname_gm93,Drakenschalen
item_pluralname_gm94,Boost-Machines
----
Item Descriptions:
[Officiële voorwerpen]
item_desc_1,De beste Pokébal met het ultieme prestatieniveau. Hiermee vang je elke wilde Pokémon zonder dat het mis gaat.
item_desc_2,Een Pokébal met ultrahoge prestaties die een hogere vangstkans biedt dan een BeterBal.
item_desc_4,Een goede, hoogpresterende Pokébal die een hogere vangstkans biedt dan een standaard Pokébal.
item_desc_5,Een voorwerp om Pokémon mee te vangen.
item_desc_6,Een opvouwbare Fiets die het mogelijk maakt veel sneller te bewegen dan de Hardloopschoenen.
item_desc_8,Een eigenaardige steen die bepaalde soorten Pokémon kan laten evolueren. Hij is zo zwart als de nachtelijke hemel.
item_desc_9,Een spray-medicijn tegen vergiftiging. Hij kan één keer worden gebruikt om de effecten van vergiftiging bij een Pokémon op te heffen.
item_desc_10,Een spray-medicijn voor het behandelen van brandwonden. Hij kan één keer worden gebruikt om een verbrandde Pokémon te genezen.
item_desc_11,Een spray-medicijn tegen bevriezing. Hij kan één keer worden gebruikt om een volledig bevroren Pokémon te ontdooien.
item_desc_12,Een spray-medicijn tegen slaap. Hij kan één keer worden gebruikt om een Pokémon uit de greep van slaap te halen.
item_desc_13,Een spray-medicijn tegen verlamming. Hij kan één keer worden gebruikt om een Pokémon te bevrijden die verlamd is.
item_desc_14,Een medicijn dat kan worden gebruikt om de LP van één Pokémon volledig te herstellen en alle statusproblemen te genezen.
item_desc_15,Een spray-medicijn voor het behandelen van wonden. Hij herstelt de LP van één Pokémon tot het maximum.
item_desc_16,Een spray-medicijn voor het behandelen van wonden. Hij kan worden gebruikt om 200 LP te herstellen bij een gewonde Pokémon.
item_desc_17,Een spray-medicijn voor het behandelen van wonden. Hij kan worden gebruikt om 50 LP te herstellen bij een gewonde Pokémon.
item_desc_18,Een spray-medicijn voor het behandelen van wonden. Hij kan worden gebruikt om 20 LP te herstellen bij een gewonde Pokémon.
item_desc_19,Een lang en duurzaam touw. Gebruik hem om direct te ontsnappen uit een grot of gevaarlijke plek.
item_desc_20,Een voorwerp dat voorkomt dat wilde Pokémon van een laag niveau opduiken gedurende 100 stappen na gebruik.
item_desc_21,Dit medicijn kan de KP van alle aanvallen die een Pokémon heeft geleerd volledig herstellen.
item_desc_22,Een eigenaardige steen die bepaalde soorten Pokémon kan laten evolueren. De steen heeft een vurige oranje kern.
item_desc_23,Een eigenaardige steen die bepaalde soorten Pokémon kan laten evolueren. Hij heeft een duidelijk bliksempatroon.
item_desc_24,Een eigenaardige steen die bepaalde soorten Pokémon kan laten evolueren. Hij is blauw als helder zwembadwater.
item_desc_26,Een voedzame drank voor Pokémon. Bij consumptie verhoogt hij de basis-LP van één Pokémon.
item_desc_27,Een voedzame drank voor Pokémon. Bij consumptie verhoogt hij de basis-Aanval van één Pokémon.
item_desc_28,Een voedzame drank voor Pokémon. Bij consumptie verhoogt hij het basis-Weerstand-attribuut van één Pokémon.
item_desc_29,Een voedzame drank voor Pokémon. Bij consumptie verhoogt hij het basis-Snelheid-attribuut van één Pokémon.
item_desc_31,Een voedzame drank voor Pokémon. Bij consumptie verhoogt hij het basis-Sp. Aanval-attribuut van één Pokémon.
item_desc_32,Een snoepje vol energie. Bij consumptie verhoogt hij direct het niveau van één Pokémon met één.
item_desc_33,Een voorwerp dat de nauwkeurigheid van een Pokémon verhoogt tijdens een gevecht. Het effect verdwijnt zodra de Pokémon wordt teruggetrokken.
item_desc_34,Een eigenaardige steen die bepaalde soorten Pokémon kan laten evolueren. Hij heeft een onmiskenbaar bladpatroon.
item_desc_36,Een klompje van het puurste goud die een glanzende schittering afgeeft in direct licht. Hij kan voor een hoge prijs aan winkels worden verkocht.
item_desc_37,Een pop die de aandacht van een Pokémon trekt. Hij garandeert ontsnapping uit elk gevecht met wilde Pokémon.
item_desc_38,Een spray-medicijn dat breed effectief is. Het kan één keer worden gebruikt om alle statusproblemen van een Pokémon te genezen.
item_desc_39,Een medicijn dat uitgeschakelde Pokémon kan opwekken. Het herstelt ook de helft van de LP van een uitgeschakelde Pokémon.
item_desc_40,Een medicijn dat uitgeschakelde Pokémon kan opwekken. Het herstelt ook de LP van een uitgeschakelde Pokémon tot het maximum.
item_desc_41,Het kaartje dat je nodig hebt om aan boord van het cruiseschip S.S. Anne te gaan. Er staat een tekening van een schip op.
item_desc_42,Een voorwerp dat voorkomt dat wilde Pokémon van een laag niveau opduiken gedurende 200 stappen na gebruik.
item_desc_43,Een voorwerp dat voorkomt dat wilde Pokémon van een laag niveau opduiken gedurende 250 stappen na gebruik.
item_desc_44,Een voorwerp dat de kans op een kritieke treffer sterk verhoogt. Het kan slechts één keer worden gebruikt en verdwijnt als de Pokémon wordt teruggetrokken.
item_desc_47,Een sterk bruisende frisdrank. Bij consumptie herstelt het 60 LP van een gewonde Pokémon.
item_desc_48,Een zeer zoete en verfrissende drank. Bij consumptie herstelt het 80 LP van een gewonde Pokémon.
item_desc_49,Een voorwerp dat het Aanval-attribuut van een Pokémon verhoogt tijdens een gevecht. Het effect verdwijnt zodra de Pokémon wordt teruggetrokken.
item_desc_50,Een voorwerp dat het Sp. Weerstand-attribuut van een Pokémon verhoogt tijdens een gevecht. Het effect verdwijnt zodra de Pokémon wordt teruggetrokken.
item_desc_51,Een voorwerp dat het Weerstand-attribuut van een Pokémon verhoogt tijdens een gevecht. Het effect verdwijnt zodra de Pokémon wordt teruggetrokken.
item_desc_52,Een voorwerp dat het Snelheid-attribuut van een Pokémon verhoogt tijdens een gevecht. Het effect verdwijnt zodra de Pokémon wordt teruggetrokken.
item_desc_53,Een voorwerp dat het Sp. Aanval-attribuut van een Pokémon verhoogt tijdens een gevecht. Het effect verdwijnt zodra de Pokémon wordt teruggetrokken.
item_desc_54,Een kistje voor munten die zijn verkregen in het Slotwater-Casino.
item_desc_55,Het spoort onzichtbare items in de omgeving op en maakt geluid en licht wanneer het iets vindt.
item_desc_58,Een oude en versleten hengel. Gebruik hem bij elk wateroppervlak om wilde water-Pokémon te vangen.
item_desc_59,Een nieuwe hengel van goede kwaliteit. Gebruik hem bij elk wateroppervlak om wilde water-Pokémon te vangen.
item_desc_61,Een geweldige, high-tech hengel. Gebruik hem bij elk wateroppervlak om wilde water-Pokémon te vangen.
item_desc_62,Een medicijn dat de maximale KP van een enkele aanval die het doel-Pokémon heeft geleerd licht kan verhogen.
item_desc_63,Dit medicijn kan 10 KP herstellen van één geselecteerde aanval die een Pokémon heeft geleerd.
item_desc_64,Dit medicijn kan de KP van één geselecteerde aanval die een Pokémon heeft geleerd volledig herstellen.
item_desc_65,Dit medicijn kan 10 KP herstellen van elke aanval die een Pokémon heeft geleerd.
item_desc_68,Een voorwerp dat voorkomt dat de attributen van Pokémon in het team van de Trainer worden verlaagd gedurende vijf beurten na gebruik in een gevecht.
item_desc_75,Een vreemd, goudkleurig blad.
item_desc_78,Een nieuw paar schoenen om je sneller te laten rennen.
item_desc_86,Een zeer kleine en zeldzame paddenstoel. Hij is populair bij een bepaalde groep verzamelaars en wordt door hen gezocht.
item_desc_87,Een zeer grote en zeldzame paddenstoel. Hij is populair bij een bepaalde groep verzamelaars en wordt door hen gezocht.
item_desc_109,Een zeldzaam bot dat extreem waardevol is voor de studie van Pokémon-archeologie. Het kan voor een hoge prijs aan winkels worden verkocht.
item_desc_110,Een vrij kleine parel met een mooie zilverachtige glans. Ze kan goedkoop aan winkels worden verkocht.
item_desc_111,Een vrij grote parel met een mooie zilverachtige glans. Ze kan voor een hoge prijs aan winkels worden verkocht.
item_desc_127,Een sleutelkaart die een deur opent in het Silph Co. Warenhuis.
item_desc_131,Prachtig rood zand dat los en zijdeachtig door de vingers glijdt. Het kan voor een hoge prijs aan winkels worden verkocht.
item_desc_132,Een kleine scherf van een prachtige edelsteen die een duidelijk rode schittering vertoont. Het kan voor een hoge prijs aan winkels worden verkocht.
item_desc_135,Een eigenaardige steen die bepaalde soorten Pokémon laat evolueren. Hij straalt een verblindend licht uit.
item_desc_136,Een eigenaardige steen die bepaalde soorten Pokémon laat evolueren. Hij is zo donker als maar kan.
item_desc_181,Een speciale Pokébal die alleen in het Tromtorenpark wordt gebruikt. Hij is versierd met een camouflagepatroon.
item_desc_593,Een eigenaardige steen die bepaalde soorten Pokémon kan laten evolueren. Hij heeft een onmiskenbaar sneeuwvlokpatroon.
