language_name,Nederlands
pokemon_name_Skiddo,Skiddo
pokemon_name_Gogoat,Gogoat
pokemon_name_Pancham,Pancham
pokemon_name_Pangoro,Pangoro
pokemon_name_Furfrou,Furfrou
pokemon_name_Espurr,Espurr
pokemon_name_Meowstic,Meowstic
pokemon_name_Honedge,Honedge
pokemon_name_Doublade,Doublade
pokemon_name_Aegislash,Aegislash
pokemon_name_Spritzee,Spritzee
pokemon_name_Aromatisse,Aromatisse
pokemon_name_Swirlix,Swirlix
pokemon_name_Slurpuff,Slurpuff
pokemon_name_Inkay,Inkay
pokemon_name_Malamar,Malamar
pokemon_name_Binacle,Binacle
pokemon_name_Barbaracle,Barbaracle
pokemon_name_Skrelp,Skrelp
pokemon_name_Dragalge,Dragalge
pokemon_name_Clauncher,Clauncher
pokemon_name_Clawitzer,Clawitzer
pokemon_name_Helioptile,Helioptile
pokemon_name_Heliolisk,Heliolisk
pokemon_name_Tyrunt,Tyrunt
pokemon_name_Tyrantrum,Tyrantrum
pokemon_name_Amaura,Amaura
pokemon_name_Aurorus,Aurorus
pokemon_name_Sylveon,Sylveon
pokemon_name_Hawlucha,Hawlucha
pokemon_name_Dedenne,Dedenne
pokemon_name_Carbink,Carbink
pokemon_name_Goomy,Goomy
pokemon_name_Sliggoo,Sliggoo
pokemon_name_Goodra,Goodra
pokemon_name_Klefki,Klefki
pokemon_name_Phantump,Phantump
pokemon_name_Trevenant,Trevenant
pokemon_name_Pumpkaboo,Pumpkaboo
pokemon_name_Gourgeist,Gourgeist
pokemon_name_Bergmite,Bergmite
pokemon_name_Avalugg,Avalugg
pokemon_name_Noibat,Noibat
pokemon_name_Noivern,Noivern
pokemon_name_Xerneas,Xerneas
pokemon_name_Yveltal,Yveltal
pokemon_name_Zygarde,Zygarde
pokemon_name_Diancie,Diancie
pokemon_name_Hoopa,Hoopa
pokemon_name_Volcanion,Volcanion
pokemon_name_Rowlet,Rowlet
pokemon_name_Dartrix,Dartrix
pokemon_name_Decidueye,Decidueye
pokemon_name_Litten,Litten
pokemon_name_Torracat,Torracat
pokemon_name_Incineroar,Incineroar
pokemon_name_Popplio,Popplio
pokemon_name_Brionne,Brionne
pokemon_name_Primarina,Primarina
pokemon_name_Pikipek,Pikipek
pokemon_name_Trumbeak,Trumbeak
pokemon_name_Toucannon,Toucannon
pokemon_name_Yungoos,Yungoos
pokemon_name_Gumshoos,Gumshoos
pokemon_name_Grubbin,Grubbin
pokemon_name_Charjabug,Charjabug
pokemon_name_Vikavolt,Vikavolt
pokemon_name_Crabrawler,Crabrawler
pokemon_name_Crabominable,Crabominable
pokemon_name_Oricorio,Oricorio
pokemon_name_Cutiefly,Cutiefly
pokemon_name_Ribombee,Ribombee
pokemon_name_Rockruff,Rockruff
pokemon_name_Lycanroc,Lycanroc
pokemon_name_Wishiwashi,Wishiwashi
pokemon_name_Mareanie,Mareanie
pokemon_name_Toxapex,Toxapex
pokemon_name_Mudbray,Mudbray
pokemon_name_Mudsdale,Mudsdale
pokemon_name_Dewpider,Dewpider
pokemon_name_Araquanid,Araquanid
pokemon_name_Fomantis,Fomantis
pokemon_name_Lurantis,Lurantis
pokemon_name_Morelull,Morelull
pokemon_name_Shiinotic,Shiinotic
pokemon_name_Salandit,Salandit
pokemon_name_Salazzle,Salazzle
pokemon_name_Stufful,Stufful
pokemon_name_Bewear,Bewear
pokemon_name_Bounsweet,Bounsweet
pokemon_name_Steenee,Steenee
pokemon_name_Tsareena,Tsareena
pokemon_name_Comfey,Comfey
pokemon_name_Oranguru,Oranguru
pokemon_name_Passimian,Passimian
pokemon_name_Wimpod,Wimpod
pokemon_name_Golisopod,Golisopod
pokemon_name_Sandygast,Sandygast
pokemon_name_Palossand,Palossand
pokemon_name_Pyukumuku,Pyukumuku
pokemon_name_Type: Null,Type: Null
pokemon_name_Silvally,Silvally
pokemon_name_Minior,Minior
pokemon_name_Komala,Komala
pokemon_name_Turtonator,Turtonator
pokemon_name_Togedemaru,Togedemaru
pokemon_name_Mimikyu,Mimikyu
pokemon_name_Bruxish,Bruxish
pokemon_name_Drampa,Drampa
pokemon_name_Dhelmise,Dhelmise
pokemon_name_Jangmo-o,Jangmo-o
pokemon_name_Hakamo-o,Hakamo-o
pokemon_name_Kommo-o,Kommo-o
pokemon_name_Tapu Koko,Tapu Koko
pokemon_name_Tapu Lele,Tapu Lele
pokemon_name_Tapu Bulu,Tapu Bulu
pokemon_name_Tapu Fini,Tapu Fini
pokemon_name_Cosmog,Cosmog
pokemon_name_Cosmoem,Cosmoem
pokemon_name_Solgaleo,Solgaleo
pokemon_name_Lunala,Lunala
pokemon_name_Nihilego,Nihilego
pokemon_name_Buzzwole,Buzzwole
pokemon_name_Pheromosa,Pheromosa
pokemon_name_Xurkitree,Xurkitree
pokemon_name_Celesteela,Celesteela
pokemon_name_Kartana,Kartana
pokemon_name_Guzzlord,Guzzlord
pokemon_name_Necrozma,Necrozma
pokemon_name_Magearna,Magearna
pokemon_name_Marshadow,Marshadow
pokemon_name_Poipole,Poipole
pokemon_name_Naganadel,Naganadel
pokemon_name_Stakataka,Stakataka
pokemon_name_Blacephalon,Blacephalon
pokemon_name_Zeraora,Zeraora
pokemon_name_Meltan,Meltan
pokemon_name_Melmetal,Melmetal
pokemon_name_Grookey,Grookey
pokemon_name_Thwackey,Thwackey
pokemon_name_Rillaboom,Rillaboom
pokemon_name_Scorbunny,Scorbunny
pokemon_name_Raboot,Raboot
pokemon_name_Cinderace,Cinderace
pokemon_name_Sobble,Sobble
pokemon_name_Drizzile,Drizzile
pokemon_name_Inteleon,Inteleon
pokemon_name_Skwovet,Skwovet
pokemon_name_Greedent,Greedent
pokemon_name_Rookidee,Rookidee
pokemon_name_Corvisquire,Corvisquire
pokemon_name_Corviknight,Corviknight
pokemon_name_Blipbug,Blipbug
pokemon_name_Dottler,Dottler
pokemon_name_Orbeetle,Orbeetle
pokemon_name_Nickit,Nickit
pokemon_name_Thievul,Thievul
pokemon_name_Gossifleur,Gossifleur
pokemon_name_Eldegoss,Eldegoss
pokemon_name_Wooloo,Wooloo
pokemon_name_Dubwool,Dubwool
pokemon_name_Chewtle,Chewtle
pokemon_name_Drednaw,Drednaw
pokemon_name_Yamper,Yamper
pokemon_name_Boltund,Boltund
pokemon_name_Rolycoly,Rolycoly
pokemon_name_Carkol,Carkol
pokemon_name_Coalossal,Coalossal
pokemon_name_Applin,Applin
pokemon_name_Flapple,Flapple
pokemon_name_Appletun,Appletun
pokemon_name_Silicobra,Silicobra
pokemon_name_Sandaconda,Sandaconda
pokemon_name_Cramorant,Cramorant
pokemon_name_Arrokuda,Arrokuda
pokemon_name_Barraskewda,Barraskewda
pokemon_name_Toxel,Toxel
pokemon_name_Toxtricity,Toxtricity
pokemon_name_Sizzlipede,Sizzlipede
pokemon_name_Centiskorch,Centiskorch
pokemon_name_Clobbopus,Clobbopus
pokemon_name_Grapploct,Grapploct
pokemon_name_Sinistea,Sinistea
pokemon_name_Polteageist,Polteageist
pokemon_name_Hatenna,Hatenna
pokemon_name_Hattrem,Hattrem
pokemon_name_Hatterene,Hatterene
pokemon_name_Impidimp,Impidimp
pokemon_name_Morgrem,Morgrem
pokemon_name_Grimmsnarl,Grimmsnarl
pokemon_name_Obstagoon,Obstagoon
pokemon_name_Perrserker,Perrserker
pokemon_name_Cursola,Cursola
pokemon_name_Sirfetch'd,Sirfetch'd
pokemon_name_Mr. Rime,Mr. Rime
pokemon_name_Runerigus,Runerigus
pokemon_name_Milcery,Milcery
pokemon_name_Alcremie,Alcremie
pokemon_name_Falinks,Falinks
pokemon_name_Pincurchin,Pincurchin
pokemon_name_Snom,Snom
pokemon_name_Frosmoth,Frosmoth
pokemon_name_Stonjourner,Stonjourner
pokemon_name_Eiscue,Eiscue
pokemon_name_Indeedee,Indeedee
pokemon_name_Morpeko,Morpeko
pokemon_name_Cufant,Cufant
pokemon_name_Copperajah,Copperajah
pokemon_name_Dracozolt,Dracozolt
pokemon_name_Arctozolt,Arctozolt
pokemon_name_Dracovish,Dracovish
pokemon_name_Arctovish,Arctovish
pokemon_name_Duraludon,Duraludon
pokemon_name_Dreepy,Dreepy
pokemon_name_Drakloak,Drakloak
pokemon_name_Dragapult,Dragapult
pokemon_name_Zacian,Zacian
pokemon_name_Zamazenta,Zamazenta
pokemon_name_Eternatus,Eternatus
pokemon_name_Kubfu,Kubfu
pokemon_name_Urshifu,Urshifu
pokemon_name_Zarude,Zarude
pokemon_name_Regieleki,Regieleki
pokemon_name_Regidrago,Regidrago
pokemon_name_Glastrier,Glastrier
pokemon_name_Spectrier,Spectrier
pokemon_name_Calyrex,Calyrex
pokemon_name_Wyrdeer,Wyrdeer
pokemon_name_Kleavor,Kleavor
pokemon_name_Ursaluna,Ursaluna
pokemon_name_Basculegion,Basculegion
pokemon_name_Sneasler,Sneasler
pokemon_name_Overqwil,Overqwil
pokemon_name_Enamorus,Enamorus
pokemon_name_Annihilape,Annihilape
pokemon_name_Galarian Weezing,Galariaanse Weezing
pokemon_name_MissingNo.,OntbrekendNr.
pokemon_name_Phancero,Phancero

pokemon_desc_Bulbasaur,Bij zijn geboorte is er een vreemd zaadje op zijn rug gepoot. Daaruit is een plant ontkiemd die nu samen met deze Pokémon groeit.
pokemon_desc_Ivysaur,Als de bloembol op zijn rug groter wordt, lijkt de Pokémon het vermogen te verliezen om op zijn achterbenen te staan.
pokemon_desc_Venusaur,De plant op zijn rug bloeit als het zonne-energie absorbeert. Hij blijft in beweging op zoek naar zonlicht.
pokemon_desc_Charmander,Geeft uiteraard de voorkeur aan warme plekken. Er wordt gezegd dat er stoom uit de punt van zijn staart spuit als hij in de regen terecht komt.
pokemon_desc_Charmeleon,Als hij met zijn brandende staart zwaait, stijgt de temperatuur tot een ondraaglijke hoogte.
pokemon_desc_Charizard,Spuwt vuur dat heet genoeg is om rotsblokken te laten smelten. Staat erom bekend dat hij onopzettelijk bosbranden veroorzaakt.
pokemon_desc_Squirtle,Na zijn geboorte zwelt zijn rug op en verhardt die tot een hard schild. Hij spuwt met grote kracht schuim uit zijn bek.
pokemon_desc_Wartortle,Verschuilt zich vaak in het water om zijn nietsvermoedende prooien te besluipen. Als hij snel zwemt, beweegt hij zijn oren om zijn evenwicht te bewaren.
pokemon_desc_Blastoise,Een niets-ontziende Pokémon met hogedruk-waterstraalpijpen op zijn schild. Ze worden gebruikt voor aanvalsmanouevres onder hoge snelheid.
pokemon_desc_Caterpie,Zijn korte voetjes hebben een zuignap aan hun uiteinde waardoor hij onvermoeibaar tegen hellingen en muren op kan kruipen.
pokemon_desc_Metapod,Hij is kwetsbaar voor aanvallen omdat zijn schaal zacht is, waardoor zijn zwakke, tere lichaam wordt blootgesteld.
pokemon_desc_Butterfree,In de strijd flappert hij met zijn vleugels met hoge snelheid om zwaar giftig stof in de lucht te brengen.
pokemon_desc_Weedle,Wordt vaak gevonden in wouden, waar hij bladeren eet. Hij heeft een scherpe, giftige stekel op zijn hoofd.
pokemon_desc_Kakuna,Omdat hij zich bijna niet kan bewegen, kan deze Pokémon alleen zijn schaal verharden om zichzelf tegen roofdieren te beschermen.
pokemon_desc_Beedrill,Vliegt op hoge snelheid en valt aan met behulp van de grote, giftige stekels op zijn voorpoten en staart.
pokemon_desc_Pidgey,Vaak te zien in bossen en wouden. Hij flappert net boven de grond met zijn vleugels om verblindend zand op te gooien.
pokemon_desc_Pidgeotto,Omdat hij zijn uitgebreide grondgebied tot het uiterste verdedigt, zal hij fel pikken naar elke indringer.
pokemon_desc_Pidgeot,Als hij aan het jagen is, scheert hij met hoge snelheid langs het wateroppervlak om onvoorzichtige prooi zoals Magikarp op te scheppen.
pokemon_desc_Rattata,Bijt alles wanneer hij aanvalt. Hij is klein, snel en veelgezien op allerlei plekken.
pokemon_desc_Raticate,Gebruikt zijn snorharen om zijn evenwicht te bewaren. Hij lijkt langzamer te bewegen als ze worden afgeknipt.
pokemon_desc_Spearow,Eet insecten in gebieden met veel gras. Hij moet erg snel met zijn korte vleugels flapperen om in de lucht te blijven.
pokemon_desc_Fearow,Met zijn enorme en schitterende vleugels kan hij blijven zweven zonder ooit te hoeven landen om te rusten.
pokemon_desc_Ekans,Beweegt stilletjes en heimelijk. Eet de eieren van vogels als Pidgey en Spearow heel op.
pokemon_desc_Arbok,Het gerucht gaat dat de woeste waarschuwingsmarkeringen op zijn buik van gebied tot gebied variëren.
pokemon_desc_Pikachu,Als een aantal van deze Pokémon zich verzamelt, kan hun elektriciteit bliksemstormen veroorzaken.
pokemon_desc_Raichu,Zijn lange staart fungeert als een aarde om zichzelf te beschermen tegen zijn eigen hoogspanningsenergie.
pokemon_desc_Sandshrew,Graaft tunnels diep onder de grond in dorre streken ver van het water. Hij komt alleen tevoorschijn om op voedsel te jagen.
pokemon_desc_Sandslash,Rolt zich op tot een stekelige bal wanneer hij bedreigd wordt. Terwijl hij opgerold is kan hij zich voortrollen om aan te vallen of te ontsnappen.
pokemon_desc_Nidoran♀,Alhoewel zij klein is, maken haar giftige stekels deze Pokémon gevaarlijk. Het vrouwtje heeft kleinere horens.
pokemon_desc_Nidorina,De hoorn van het vrouwtje ontwikkelt zich langzaam. Geeft de voorkeur aan fysieke aanvallen zoals klauwen en bijten.
pokemon_desc_Nidoqueen,Haar harde schubben vormen een uitstekende bescherming. Zij gebruikt haar grote omvang om krachtige aanvalsmanoeuvres uit te voeren.
pokemon_desc_Nidoran♂,Verstijft zijn oren om gevaar op te kunnen vangen. De grotere, krachtigere hoorn scheidt gif af
pokemon_desc_Nidorino,Een agressieve Pokémon die snel aanvalt. De hoorn op zijn kop scheidt een krachtig gif af
pokemon_desc_Nidoking,Gebruikt tijdens een gevecht zijn krachtige staart om zijn slachtoffer te vermorzelen, te verstikken en vervolgens zijn botten te breken.
pokemon_desc_Clefairy,Zijn magische en schattige aantrekkingskracht kent vele bewonderaars. Hij is zeldzaam en alleen op bepaalde plaatsen te vinden.
pokemon_desc_Clefable,Een timide Fee-Pokémon die zelden gezien wordt. Hij vlucht en verstopt zich zodra hij mensen ziet.
pokemon_desc_Vulpix,Bij zijn geboorte heeft hij maar één staart. Als hij ouder wordt, begint zijn staart vanaf het puntje te splitsen.
pokemon_desc_Ninetales,Bijzonder slim en erg wraakzuchtig. Het vastpakken van één van zijn vele staarten kan een 1000 jaar lang durende vloek tot gevolg hebben.
pokemon_desc_Jigglypuff,Wanneer zijn enorme ogen oplichten, zingt hij een mysterieus kalmerende melodie die zijn vijanden in slaap brengt.
pokemon_desc_Wigglytuff,Het lichaam is zacht en rubberachtig. Wanneer hij kwaad wordt, zuigt hij zich vol met lucht en blaast hij zichzelf op tot een enorme grootte.
pokemon_desc_Zubat,Vormt kolonies in plaatsen die eeuwig duister blijven. Gebruikt ultrasone golven om zijn doelwit te herkennen en te benaderen.
pokemon_desc_Golbat,Als hij een keer toeslaat, houdt hij niet op energie aan zijn slachtoffer te onttrekken, zelfs niet wanneer hij te zwaar wordt om te vliegen.
pokemon_desc_Oddish,Overdag houdt hij zijn hoofd begraven in de grond. 's Nachts zwerft hij rond en zaait hij zijn zaad.
pokemon_desc_Gloom,De vloeistof die uit zijn bek druipt is geen kwijl; het is een nectar die gebruikt wordt om prooi aan te trekken.
pokemon_desc_Vileplume,Hoe groter zijn bloemblaadjes zijn, hoe meer giftig stuifmeel hij bevat. Zijn grote hoofd is zwaar en moeilijk overeind te houden.
pokemon_desc_Paras,Wroet om aan wortels van bomen te zuigen. De paddestoelen op zijn rug groeien door voedingsstoffen te onttrekken aan het insect dat hun gastheer is.
pokemon_desc_Parasect,Een gastheer-parasiet-paar waarin de parasitaire paddestoel de gastheer heeft overgenomen. Geeft de voorkeur aan vochtige plaatsen.
pokemon_desc_Venonat,Leeft in de schaduwen van hoge bomen waar hij insecten eet. Hij wordt 's nachts aangetrokken door licht.
pokemon_desc_Venomoth,De stofachtige schubben die zijn vleugels bedekken zijn kleurgecodeerd om de soorten vergif die hij heeft aan te geven.
pokemon_desc_Diglett,Leeft ongeveer een meter onder de grond, waar hij zich voedt met de wortels van planten. Soms verschijnt hij boven de grond.
pokemon_desc_Dugtrio,Een team gevormd door een Diglett-drieling. Het veroorzaakt enorme aardbevingen door 90 kilometer onder de grond tunnels te graven.
pokemon_desc_Meowth,Is gek op cirkelvormige objecten. Zwerft elke nacht door de straten op zoek naar kleingeld dat iemand heeft laten vallen.
pokemon_desc_Persian,Alhoewel zijn vacht vele bewonderaars heeft, is hij moeilijk als huisdier op te voeden vanwege zijn grillige gemeenheid.
pokemon_desc_Psyduck,Terwijl hij zijn vijanden met zijn lege blik in slaap sust, gebruikt deze sluwe Pokémon zijn psychokinetische krachten.
pokemon_desc_Golduck,Men kan hem vaak sierlijk langs de kant van een meer zien zwemmen. Wordt regelmatig ten onrechte aangezien voor het Japanse monster, Kappa.
pokemon_desc_Mankey,Wordt erg gauw kwaad. Hij kan op het ene moment heel volgzaam zijn en het volgende moment enorm tekeer gaan.
pokemon_desc_Primeape,Altijd razend en vasthoudend op de koop toe. Hij geeft de jacht op zijn prooi niet op totdat zijn prooi is gevangen.
pokemon_desc_Growlithe,Gaat tot het uiterste om zijn terrein te beschermen. Hij zal blaffen en bijten om indringers van zijn grondgebied te verjagen.
pokemon_desc_Arcanine,Een Pokémon die al een lange tijd bewonderd wordt om zijn schoonheid. Hij rent sierlijk, alsof hij vleugels heeft.
pokemon_desc_Poliwag,Met zijn pas gegroeide pootjes kan hij niet rennen. Het lijkt erop dat hij liever zwemt dan probeert te staan.
pokemon_desc_Poliwhirl,Kan zowel in als buiten het water leven. Buiten het water zweet hij om zijn lijf slijmerig te houden.
pokemon_desc_Poliwrath,Een ervaren zwemmer, zowel met crawlen als met de borstslag. Haalt met gemak de beste menselijke zwemmers in.
pokemon_desc_Abra,Met behulp van zijn vermogen om gedachten te lezen, herkent hij aankomend gevaar en teleporteert hij zichzelf naar de veiligheid.
pokemon_desc_Kadabra,Hij zendt vanuit zijn lijf speciale alfa-golven uit die hoofdpijn veroorzaken, zelfs bij hen die er toevallig bij in de buurt staan.
pokemon_desc_Alakazam,Tegen zijn brein legt een supercomputer het af. Er wordt beweerd dat zijn intelligentiequotiënt 5000 is.
pokemon_desc_Machop,Vindt het heerlijk om zijn spieren te ontwikkelen. Hij beoefent allerlei vormen van vechtsporten om nog sterker te worden.
pokemon_desc_Machoke,Zijn gespierde lijf is zo krachtig dat hij een energie-besparende riem moet dragen die hem helpt zijn bewegingen onder controle te houden.
pokemon_desc_Machamp,Met behulp van zijn ontzagwekkende spieren, geeft hij duizelingwekkende stompen die zijn slachtoffers helemaal over de horizon kunnen doen verdwijnen.
pokemon_desc_Bellsprout,Een vleesetende Pokémon die insecten vangt en eet. Hij gebruikt zijn wortelvoeten om het benodigde vocht op te zuigen.
pokemon_desc_Weepinbell,Hij spuugt gifpoeder om de vijand lam te leggen, en maakt de vijand dan af met een wolk zuur.
pokemon_desc_Victreebel,Er wordt beweerd dat hij in enorme kolonies diep in de jungle leeft, alhoewel daar nog niemand uit is teruggekeerd.
pokemon_desc_Tentacool,Zwerft in ondiepe zeeën. Vissers die ze per ongeluk aan de haak slaan, worden vaak gestraft door zijn bijtende zuur.
pokemon_desc_Tentacruel,De tentakels worden gewoonlijk kort gehouden. Als hij op voedsel jaagt worden ze langer om de prooi te omstrengelen en hem het bewegen onmogelijk te maken.
pokemon_desc_Geodude,Te vinden in velden en bergen. Omdat mensen ze vaak aanzien voor rotsblokken, stappen ze er vaak bovenop of struikelen ze erover.
pokemon_desc_Graveler,Rolt van hellingen af om vooruit te komen. Hij rolt over elk obstakel zonder dat hij wordt vertraagd of van richting verandert.
pokemon_desc_Golem,Zijn lichaam lijkt op een rotsblok en is bijzonder hard. Hij kan makkelijk tegen een ontploffing van dynamiet zonder daarvan schade te ondervinden.
pokemon_desc_Ponyta,Zijn hoeven zijn 10 keer zo hard als diamant. Hij kan in enkele ogenblikken alles plattrappen.
pokemon_desc_Rapidash,Omdat hij erg competitief is zal deze Pokémon alles najagen wat snel loopt in de hoop ertegen te kunnen racen.
pokemon_desc_Slowpoke,Ontzettend traag en duf. Het duurt 5 seconden voor hij pijn voelt als hij wordt aangevallen.
pokemon_desc_Slowbro,Er wordt beweerd dat de Shellder die vastzit aan Slowbro's staart zich voedt met de restjes die zijn gastheer over laat.
pokemon_desc_Magnemite,Gebruikt anti-zwaartekracht om in de lucht te blijven. Verschijnt zonder waarschuwing en gebruikt aanvallen zoals Dondergolf.
pokemon_desc_Magneton,Wordt gevormd door verschillende met elkaar verbonden Magnemite. Verschijnt vaak als de zonnevlekken opvlammen.
pokemon_desc_Farfetch'd,De bos lente-uitjes die hij vasthoudt is zijn wapen. Deze bos wordt ongeveer op dezelfde manier gebruikt als een ijzeren zwaard.
pokemon_desc_Doduo,Een vogel die het feit dat hij slecht vliegt goedmaakt door enorm snel te lopen. Laat gigantische voetafdrukken na.
pokemon_desc_Dodrio,Gebruikt zijn drie breinen om complexe plannen uit te voeren. Terwijl twee hoofden slapen blijft één hoofd wakker.
pokemon_desc_Seel,De hoorn die uit zijn kop steekt is erg hard. Deze hoorn wordt gebruikt om door dik ijs te hakken.
pokemon_desc_Dewgong,Slaat thermische energie op in zijn lijf. Zwemt met een gelijkmatige snelheid van 8 knopen, zelfs in intens koude wateren.
pokemon_desc_Grimer,Verschijnt in vervuilde gebieden. Hij gedijt door het opzuigen van vervuilde blubber die uit fabrieken wordt gepompt.
pokemon_desc_Muk,Bedekt met een dikke laag vieze, walgelijke blubber. Hij is zo giftig dat zelfs zijn voetafdrukken gif bevatten.
pokemon_desc_Shellder,Zijn harde schaal vormt een afwering tegen elk soort aanval. Hij is alleen kwetsbaar als zijn schaal open is.
pokemon_desc_Cloyster,Wanneer hij wordt aangevallen zet hij in snelle salvo's zijn horens uit. Niemand heeft ooit zijn inwendige gezien.
pokemon_desc_Gastly,Deze gasachtige Pokémon die bijna onzichtbaar is omhult zijn doelwit en brengt het ongemerkt in slaap.
pokemon_desc_Haunter,Omdat hij in staat is door stenen muren heen te glippen, wordt er van hem gezegd dat hij uit een andere dimensie afkomstig is.
pokemon_desc_Gengar,Onder een volle maan houdt deze Pokémon ervan om de schaduwen van mensen na te doen en om hun angst te lachen.
pokemon_desc_Onix,Naarmate hij groeit, worden de stenen gedeelten van zijn lijf harder tot zij op een diamant lijken, maar dan zwart van kleur.
pokemon_desc_Drowzee,Brengt zijn vijanden in slaap en eet vervolgens hun dromen op. Wordt soms wel eens ziek omdat hij slechte dromen eet.
pokemon_desc_Hypno,Als hij de ogen kruist met een vijand, gebruikt hij een mengsel van psychische tactieken zoals Hypnose en Verwarring.
pokemon_desc_Krabby,Zijn grijpers zijn niet alleen krachtige wapens, maar ze worden ook gebruikt om zijn evenwicht te bewaren wanneer hij zijwaarts loopt.
pokemon_desc_Kingler,De grote schaar heeft een verbrijzelingsvermogen van 10.000 pk. Maar omdat hij zo groot is, is hij moeilijk te hanteren.
pokemon_desc_Voltorb,Meestal te vinden in energiecentrales. Doordat hij makkelijk wordt verward met een PokéBal, heeft hij al heel wat mensen stroomschokken gegeven.
pokemon_desc_Electrode,Hij slaat elektrische energie op onder erg hoge druk. Vaak explodeert hij bij het minste of geringste.
pokemon_desc_Exeggcute,Vaak verward met eieren. Als ze worden gestoord, verzamelen ze zich snel en vallen ze in zwermen aan.
pokemon_desc_Exeggutor,Volgens de legende zal bij zeldzame gelegenheden een van zijn hoofden afvallen en verder gaan als Exeggcute.
pokemon_desc_Cubone,Omdat hij zijn schedelhelm nog nooit heeft afgezet, heeft niemand ooit het echte gezicht van deze Pokémon gezien.
pokemon_desc_Marowak,Het bot dat hij vasthoudt is zijn belangrijkste wapen. Hij gooit het bot met grote vaardigheid als een boemerang om zijn doelen uit te schakelen.
pokemon_desc_Hitmonlee,Als hij haast heeft, worden zijn benen steeds langer. Hij loopt soepel met extra lange, vloeiende schreden.
pokemon_desc_Hitmonchan,Terwijl het lijkt alsof hij niets doet, deelt hij een reeks stompen uit in bliksemsnelle salvo's die onzichtbaar zijn voor het blote oog.
pokemon_desc_Lickitung,Zijn tong kan worden uitgestoken zoals die van een kameleon. Hij laat een stekend gevoel achter wanneer hij vijanden likt.
pokemon_desc_Koffing,Omdat hij verschillende soorten gifgas in zijn lijf heeft opgeslagen, kan hij makkelijk zonder waarschuwing exploderen.
pokemon_desc_Weezing,Waar twee soorten gifgas elkaar ontmoeten, kunnen twee Koffing over vele jaren tot een Weezing versmelten.
pokemon_desc_Galarian Weezing,_galar,Deze Pokémon consumeert deeltjes die de lucht vervuilen. In plaats van uitwerpselen achter te laten, stoot hij schone lucht uit.
pokemon_desc_Rhyhorn,Zijn massieve botten zijn 1000 keer harder dan menselijke botten. Hij kan makkelijk een trailer de lucht in slaan.
pokemon_desc_Rhydon,Beschermd door zijn pantserachtige huid, is hij in staat te leven in gesmolten lava van 2000 graden.
pokemon_desc_Chansey,Een zeldzame en praktisch ongrijpbare Pokémon waarvan wordt beweerd dat hij geluk brengt aan degenen die erin slagen hem te pakken te krijgen.
pokemon_desc_Tangela,Zijn hele lichaam is gewikkeld in brede strengen die veel op zeewier lijken. Als hij loopt, schudden deze strengen.
pokemon_desc_Kangaskhan,Het kind waagt zich zelden buiten de beschermende buidel van zijn moeder totdat het drie jaar oud is.
pokemon_desc_Horsea,Staat erom bekend dat hij met uiterst nauwkeurige stralen inkt vliegende insecten vanaf de oppervlakte van het water neerschiet.
pokemon_desc_Seadra,Kan achteruit zwemmen door zijn op vleugels lijkende borstvinnen en stevige staart snel heen en weer te zwiepen.
pokemon_desc_Goldeen,Zijn staartvin bolt op als een elegante ballroom-jurk waardoor hij de bijnaam "Waterkoningin" heeft gekregen.
pokemon_desc_Seaking,In de herfst, het seizoen om kuit te schieten, zie je ze in rivieren en stroompjes krachtig stroomopwaarts zwemmen.
pokemon_desc_Staryu,Een raadselachtige Pokémon die moeiteloos elke arm die hij in een strijd verliest kan laten teruggroeien.
pokemon_desc_Starmie,Zijn middelpunt glanst met de zeven kleuren van de regenboog. Sommige mensen beschouwen dit middelpunt als een edelsteen.
pokemon_desc_Mr. Mime,Als hij onderbroken wordt tijdens het mimen, geeft hij de vijand een pak slaag met zijn brede handen.
pokemon_desc_Scyther,Met ninja-achtige behendigheid en snelheid kan hij de illusie creëren dat er meer dan één van hem is.
pokemon_desc_Jynx,Enkel door te mediteren, lanceert de Pokémon een krachtige psychische energieaanval.
pokemon_desc_Electabuzz,Hoewel hij gewoonlijk te vinden is in de buurt van energiecentrales, kan hij afdwalen en enorme stroomstoringen veroorzaken in steden.
pokemon_desc_Magmar,Zijn lijft gloeit altijd met een oranje gloed waardoor hij zich uitstekend tussen de vlammen kan verbergen.
pokemon_desc_Pinsir,Als hij het slachtoffer niet in zijn scharen kan verbrijzelen, slingert hij zijn slachtoffer in het rond en gooit hij hem hard.
pokemon_desc_Tauros,Als hij een vijand op het oog heeft, valt hij heftig aan terwijl hij zijn lichaam opzweept met zijn lange staarten.
pokemon_desc_Magikarp,In het verre verleden was hij sterker dan zijn verschrikkelijk zwakke afstammelingen die vandaag de dag in leven zijn.
pokemon_desc_Gyarados,Wordt zelden in het wild gezien. Omdat hij zo enorm en kwaadaardig is, kan hij tijdens een woede-aanval hele steden vernietigen.
pokemon_desc_Lapras,Een Pokémon die door overbejaging bijna uitgeroeid is. Hij kan mensen het water overzetten.
pokemon_desc_Ditto,Is in staat de genetische code van een vijand te kopiëren om zichzelf onmiddelijk tot een duplicaat van de vijand te transformeren.
pokemon_desc_Eevee,Zijn genetische code is onregelmatig. Hij zou kunnen muteren als hij wordt blootgesteld aan elementaire gesteenten.
pokemon_desc_Vaporeon,Leeft dicht bij het water. Op zijn lange staart zit een vin die vaak verward wordt met die van een meermin.
